יחידה	#	מילה מנוקדת	מילה	שורש	מוצא	סטטוס	מקורות	הערה
7	134	מַשְׂכִּית	משכית	משכית	ויקינתונים (CC0)	אומת			L79621
7	135	מַגְלֵב	מגלב	מגלב	ויקינתונים (CC0)	אומת			L78770
7	136	עוֹלָל	עולל	עלל	ויקינתונים (CC0)	אומת			L215964
7	137	צָפִיר	צפיר	צפר	ויקינתונים (CC0)	אומת			L81377
7	138	שְׁנָתוֹת	שנתות	שנת	ספריא · נחלת הכלל	אומת			Tosafot on Menachot 87b:21:1 (Vilna Edition [he])
7	139	אֲחוּז תְּזָזִית	אחוז תזזית	אחוז-תזזית	לפי מילה: ויקינתונים · צורה (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	אחוז=L204643 תזזית=L220090
7	140	גּוּשְׁפַּנְקָה	גושפנקה	גושפנקה	ויקינתונים (CC0)	אומת			L64478
7	141	דְּיוֹטָה	דיוטה	דיוטה	ויקינתונים (CC0)	אומת			L76983
7	142	הִבְרִיחַ	הבריח	ברח	ויקינתונים (CC0)	שוכתב			L206891
7	143	חִגֵּר	חגר	חגר	ויקינתונים (CC0)	אומת			L210592
7	144	הִכָּה עַל חֵטְא	הכה על חטא	הכה-על-חטא	ספריא · נחלת הכלל	אומת			Pesikta Rabbati 29:1 (OYW [he])
7	145	הִלֵּךְ אֵימִים	הלך אימים	הילך-אימים	ספריא · נחלת הכלל	שוכתב			The War of the Jews 6:2:6 (The Jewish Wars, trans. Y.N. Simhoni, Warsaw, 1923 [he])
7	146	הִשְׁלִיךְ אַחֲרֵי גֵּווֹ	השליך אחרי גוו	השליך-אחרי-גוו	ספריא · נחלת הכלל	אומת			Noda BiYehudah II, Even HaEzer 62:3 (Noda Bi-Yehudah Part II; Warsaw, 1880 [he])
7	147	הֵזֵם	הזם	זממ	ויקינתונים (CC0)	אומת			L207578
7	148	כְּפִיר	כפיר	כפר	ויקינתונים (CC0)	אומת			L65823
7	149	זִבּוּרִית	זבורית	זבורית	ויקינתונים (CC0)	אומת			L77590
7	150	עִדִּית	עדית	עידית	ויקינתונים (CC0)	אומת			L80485
7	151	חִלָּה אֶת פָּנָיו	חלה את פניו	חילה-את-פניו	ספריא · נחלת הכלל	אומת			The Antiquities of the Jews 1:18:7 (Yemei am olam, trans. Kalman Schulman. Vilna, 1886 [he])
7	152	חָוָק	חוק	חוק	ויקינתונים (CC0)	אומת			L65199
7	153	טַפְסָר	טפסר	טפסר	ויקינתונים (CC0)	אומת			L78124
7	154	כָּפָן	כפן	כפנ	ויקינתונים (CC0)	אומת			L710821
7	155	יִצְהָר	יצהר	צהר	ויקינתונים (CC0)	אומת			L78295
7	156	יָגוֹר	יגור	יגר	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L220470
7	157	יָשַׁב עַל הַמְּדוּכָה	ישב על המדוכה	ישב-על-המדוכה	ויקיטקסט · נחלת הכלל	אומת			חבלי לשון
7	158	כָּפַת	כפת	כפת	ויקינתונים (CC0)	אומת			L212195
7	159	מְדֻשַּׁן עֹנֶג	מדשן ענג	מדושן-עונג	לפי מילה: ויקינתונים · צורה (CC0)	שוכתב			מדשן=L206664 ענג=L216094
7	160	מְעֻשֶּׂה	מעשה	עשה	ויקינתונים (CC0)	אומת			L66441
7	161	מָט לִנְפֹּל	מט לנפל	מט-לנפול	ויקיטקסט · נחלת הכלל	אומת			שירים (שאול טשרניחובסקי)/שירים/ברית-מילה (מחיי היהודים בטבריה)
7	162	מַמְגּוּרָה	ממגורה	ממגורה	ויקינתונים (CC0)	אומת			L79219
7	163	מַשְׁכּוּכִית	משכוכית	משכוכית	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L79620
7	164	מָרִית	מרית	מרח	ויקינתונים (CC0)	שוכתב			L66537
7	165	מָרָה שְׁחוֹרָה	מרה שחורה	מרה-שחורה	ספריא · נחלת הכלל	אומת			Yachin on Mishnah Shabbat 2:49:1 (Mishnah, ed. Romm, Vilna 1913 [he])
7	166	מוּג לֵב	מוג לב	מוג-לב	ספריא · נחלת הכלל	שוכתב			Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 15:22 (Derashot El Ami, Jerusalem 1936 [he])
7	167	מֻשְׂכָּל רִאשׁוֹן	משכל ראשון	מושכל-ראשון	ויקיטקסט · נחלת הכלל	אומת			שירים (שאול טשרניחובסקי)/ראי אדמה/שלשה חוחולים שהלכו
7	168	נִצְרָךְ	נצרך	צרכ	ויקינתונים (CC0)	אומת			L220573
7	169	נָפִיל	נפיל	נפל	ויקינתונים (CC0)	אומת			L66870
7	170	סִרְהֵב	סרהב	סרהב	ספריא · נחלת הכלל	אומת			Sefer HeArukh, Letter Samekh 407 (Sefer HeArukh, Lublin 1883 [he])
7	171	עֲזוּבָה	עזובה	עזב	ויקינתונים (CC0)	אומת			L216022
7	172	עַרְדָּל	ערדל	ערדל	ויקינתונים (CC0)	אומת			L80598
7	173	עָלֶה נִדָּף	עלה נדף	עלה-נדף	ספריא · נחלת הכלל	אומת			Gur Aryeh on Vayikra 26:36:2 (Gur Aryeh, Machon Yerushalyim, 1989-1995 [he])
7	174	עוֹקֵר הָרִים	עוקר הרים	עוקר-הרים	ספריא · נחלת הכלל	אומת			Rashi on Bava Kamma 109b:8:4 (Vilna Edition [he])
7	175	פֶּה מֵפִיק מַרְגָּלִיּוֹת	פה מפיק מרגליות	פה-מפיק-מרגליות	ספריא · נחלת הכלל	אומת			Beit Aharon, Title 5 (Beit Aharon, Brody, 1875. [he])
7	176	פָּסַח עַל שְׁתֵּי הַסְּעִפִּים	פסח על שתי הסעפים	פסח-על-שתי-הסעיפים	ספריא · נחלת הכלל	אומת			Rashi on Exodus 12:13:3 (Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann, 1929-1934 [he])
7	177	צִחְצוּחַ חֲרָבוֹת	צחצוח חרבות	צחצוח-חרבות	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Rashi on Sotah 42b:1:2 (Vilna Edition [he])
7	178	לִפְרָקִים	לפרקים	לפרקים	ספריא · נחלת הכלל	אומת			Talmud Eser HaSefirot, Section III, List of Answers on Terminology 66:1 (Jerusalem, 1956-1966 [he])
7	179	קוֹטֵל קָנִים	קוטל קנים	קוטל-קנים	ויקיטקסט · נחלת הכלל	אומת			פרוזה (ביאליק)/איש הסִפּוּן
7	180	קֻרְנָס	קרנס	קרנס	ספריא · נחלת הכלל	אומת			Sefer HeArukh, Letter Kof 555 (Sefer HeArukh, Lublin 1883 [he])
7	181	רֵחַיִם	רחים	רחים	ויקינתונים (CC0)	אומת			L81970
7	182	שִׂחֲקָה לוֹ הַשָּׁעָה	שחקה לו השעה	שיחקה-לו-השעה	ספריא · נחלת הכלל	אומת			The War of the Jews 2:11:4 (The Jewish Wars, trans. Y.N. Simhoni, Warsaw, 1923 [he])
7	183	שִׁוָּה בְּנַפְשׁוֹ	שוה בנפשו	שיוה-בנפשו	ספריא · נחלת הכלל	אומת			Beur Reuven on Bava Kamma 85a:1 (Beur Reuven, New York 1955 [he])
7	184	לַאֲשׁוּרוֹ	לאשורו	לאשורו	ויקינתונים (CC0)	שוכתב			L492030
7	185	מֹרֶךְ לֵב	מרך לב	מורך-לב	ספריא · נחלת הכלל	אומת			The War of the Jews 3:3:2 (The Jewish Wars, trans. Y.N. Simhoni, Warsaw, 1923 [he])
7	186	עָשָׂה נְפָשׁוֹת	עשה נפשות	עשה-נפשות	ספריא · נחלת הכלל	אומת			Sha'arei Kedusha, Part 2 7:9 (Shaarei Kedusha [he])
7	187	פִּתְחוֹן פֶּה	פתחון פה	פתחון-פה	ספריא · נחלת הכלל	אומת			Netivot Olam, Netiv Hatshuva 4:15 (Netivot Olam, Netiv Hateshuva, with footnotes and annotations by Rabbi Yehoshua D. Hartman, Machon Yerushalyim, 1997 [he])
7	188	בַּחֲטָף	בחטף	חטפ	ספריא · נחלת הכלל	אומת			Minchat Shai on Daniel 7:4:3 (Minchat Shai [he])
7	189	בָּלוּם	בלום	בלמ	ויקינתונים (CC0)	אומת			L205835
7	190	בּוּלְמוּס	בולמוס	בולמוס	ויקינתונים (CC0)	אומת			L205584
7	191	מְהוּקְצָע	מהוקצע	קצע	ויקינתונים (CC0)	שוכתב			L212705
7	192	מַפְסֶלֶת	מפסלת	פסל	ויקינתונים (CC0)	שוכתב			L79419
7	193	נִקְבָּה	נקבה	נקבה	ויקינתונים (CC0)	אומת			L66880
7	194	אֶצְעָדָה	אצעדה	צעד	ויקינתונים (CC0)	אומת			L75930
7	195	אִסְפְּלָנִית	אספלנית	אספלנית	ויקינתונים (CC0)	אומת			L75826
7	196	בֶּכֶר	בכר	בכר	ויקינתונים (CC0)	אומת			L64287
7	197	בֵּיבָר	ביבר	ביבר	ויקינתונים (CC0)	שוכתב			L76238
7	198	גָּדִיד	גדיד	גדד	ויקינתונים (CC0)	אומת			L76564
7	199	מְזָוֶוה	מזווה	מזוה	ויקינתונים (CC0)	שוכתב			L78920
7	200	סַייָּס	סייס	סייס	ויקינתונים (CC0)	אומת			L215461
7	201	הִתְוַדָּה	התודה	ידה	ויקינתונים (CC0)	שוכתב			L209455
7	202	חֲבַרְבּוּרָה	חברבורה	חברבורה	ויקינתונים (CC0)	שוכתב			L210577
7	203	כּוֹרֵם	כורם	כרמ	ויקינתונים (CC0)	שוכתב			L78388
7	204	עָמַד מִלֶּכֶת	עמד מלכת	עמד-מלכת	ספריא · נחלת הכלל	שוכתב			Masat Moshe on Esther 7:7:1 (Alshich on Five Megillot, Warsaw, 1862 [he])
8	1	תָּאַב	תאב	תאב	ויקינתונים (CC0)	אומת			L219924
8	2	נָחָה	נחה	נחה	ספריא · נחלת הכלל	שוכתב			Derekh Chayyim 4:17:12 (Derech Chaim, with footnotes and annotations by Rabbi Yehoshua D. Hartman, Machon Yerushalyim, 2005-2010 [he])
8	3	הִתְחַסֵּד	התחסד	חסד	ויקינתונים (CC0)	אומת			L209525
8	4	הִתְחַנְחֵן	התחנחן	חנחנ	ויקינתונים (CC0)	שוכתב			L209517
8	5	הִתְרַפֵּס	התרפס	רפס	ויקינתונים (CC0)	אומת			L210237
8	6	פֵּאֵר	פאר	פאר	ויקינתונים (CC0)	אומת			L67351
8	7	בָּעַט	בעט	בעט	ויקינתונים (CC0)	אומת			L205900
8	8	שָׁפַר	שפר	שפר	ויקינתונים (CC0)	אומת			L219813
8	9	יָאֶה	יאה	יאה	ויקינתונים (CC0)	אומת			L211605
8	10	הֲיִתָּכֵן	היתכן	תכנ	ספריא · נחלת הכלל	אומת			Mechokekei Yehudah; Yahel Ohr, Exodus 16:106:1 (Piotrkow, 1907-1911 [he])
8	11	שַׂרְעַפִּים	שרעפים	שרעפ	ספריא · נחלת הכלל	שוכתב			Sha'ar HaPesukim, Book of Psalms 151 (Shaar HaPesukim [he])
8	12	חֹטֶר	חטר	חטר	ויקינתונים (CC0)	אומת			L65231
8	13	רֶשֶׁף	רשף	רשפ	ויקינתונים (CC0)	אומת			L219155
8	14	מַבּוּעַ	מבוע	נבע	ויקינתונים (CC0)	שוכתב			L212576
8	15	מֵזַח	מזח	מזח	ויקינתונים (CC0)	אומת			L66142
8	16	צִי	צי	צי	ויקינתונים (CC0)	אומת			L67643
8	17	שַׁחַת	שחת	שחת	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L219432
8	18	מַעְצוֹר	מעצור	עצר	ויקינתונים (CC0)	שוכתב			L213610
8	19	אַכְסַדְרָה	אכסדרה	אכסדרה	ויקינתונים (CC0)	אומת			L75431
8	20	גְּזוּזְטְרָה	גזוזטרה	גזוזטרה	ויקינתונים (CC0)	אומת			L64481
8	21	גֹּב	גב	גוב	ויקינתונים (CC0)	שוכתב			L64417
8	22	שָׁפָן	שפן	שפנ	ויקינתונים (CC0)	שוכתב			L82322
8	23	מָךְ	מך	מככ	ויקינתונים · צורה (CC0)	שוכתב			L78868
8	24	דַּךְ	דך	דככ	ויקינתונים · צורה (CC0)	שוכתב			L206554
8	25	דּוֹמֶה שֶׁ־	דומה ש	דמה	ספריא · נחלת הכלל	אומת			Sermons Unto My People, The High Holidays 23:2 (Derashot El Ami, Jerusalem 1936 [he])
8	26	כִּמְדֻמֶּה	כמדמה	כמדומה	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Chayei Moharan 247:1 (OYW [he])
8	27	מִן הַסְּתָם	מן הסתם	סתמ	ספריא · נחלת הכלל	אומת			Rashi on Pesachim 87a:4:1 (Vilna Edition [he])
8	28	הִסְבִּיר לוֹ פָּנִים	הסביר לו פנים	הסביר-לו-פנים	ספריא · נחלת הכלל	אומת			Rashi on Zevachim 102a:11:1 (Vilna Edition [he])
8	29	הֶעֱלָה עַל נֵס	העלה על נס	העלה-על-נס	ספריא · נחלת הכלל	אומת			Haamek Davar on Leviticus 9:24:1 (Sefer Torat Elohim, Vilna 1879 [he])
8	30	עֲבוֹדַת פָּרֶךְ	עבודת פרך	עבודת-פרך	ספריא · נחלת הכלל	שוכתב			Korban HaEdah on Jerusalem Talmud Kiddushin 1:2:28:4 (1536 [he])
8	31	מִשְׁלַח יָד	משלח יד	משלח-יד	ויקינתונים (CC0)	אומת			L66587
8	32	אִישׁ זְרוֹעַ	איש זרוע	איש-זרוע	ספריא · נחלת הכלל	אומת			Bechinat Olam 5:15 (Bechinat Olam, Vilna 1879 [he])
8	33	בֶּן חוֹרִין	בן חורין	בן-חורין	ספריא · נחלת הכלל	אומת			Rashi on Gittin 40b:2:1 (Vilna Edition [he])
8	34	בָּא בַּיָּמִים	בא בימים	בא-בימים	ספריא · נחלת הכלל	אומת			Midrash Tanchuma Buber, Chayei Sara 6:2 (Midrash Tanhuma haKadum veHaYashan, S. Buber, 1885 [he])
8	35	מִשְׁנֵה זְהִירוּת	משנה זהירות	משנה-זהירות	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Sha'ar Ruach HaKodesh 63:1 (Jerusalem, 1863 [he])
8	36	קֹר רוּחַ	קר רוח	קור-רוח	ספריא · נחלת הכלל	אומת			Likutei Moharan 60:3:9 (Likutei Moharan - rabenubook.com [he])
8	37	יִשּׁוּב הַדַּעַת	ישוב הדעת	יישוב-הדעת	ספריא · נחלת הכלל	אומת			Rashi on Bava Metzia 107b:7:4 (Vilna Edition [he])
8	38	אָצָה לוֹ הַדֶּרֶךְ	אצה לו הדרך	אצה-לו-הדרך	ספריא · נחלת הכלל	אומת			Abarbanel on Torah, Numbers 14:11:16 (Torah Commentary of Yitzchak Abarbanel, Warsaw 1862 [he])
8	39	טַעַם לִפְגָם	טעם לפגם	טעם-לפגם	ספריא · נחלת הכלל	אומת			Shulchan Arukh, Yoreh De'ah 122:1 (Ashlei Ravrevei: Shulchan Aruch Yoreh Deah, Lemberg, 1888 [he])
8	40	חוֹבֵק עוֹלָם	חובק עולם	חובק-עולם	ויקיטקסט · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	אברהם גוטליב על משלי יד
8	41	מוּעָד לְפֻרְעָנוּת	מועד לפרענות	מועד-לפורענות	לפי מילה: ויקינתונים · צורה (CC0) + ויקיטקסט · נחלת הכלל	שוכתב			מועד=L207302 לפרענות=רש"י מנוקד על המקרא/ספר במדבר/יט
8	42	כָּלָה וְנֶחֱרָצָה	כלה ונחרצה	כלה-ונחרצה	ספריא · נחלת הכלל	אומת			Ibn Ezra on Daniel 9:25:3 (Ibn Ezra on Daniel - Daat [he])
8	43	אֶרֶץ לֹא זְרוּעָה	ארץ לא זרועה	ארץ-לא-זרועה	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Likutei Moharan, Part II 5:17:2 (Likutei Moharan Tinyana - rabenubook.com [he])
8	44	אַחֲרִית דָּבָר	אחרית דבר	אחרית-דבר	ספריא · נחלת הכלל	שוכתב			Perush Maharzu on Shemot Rabbah 6:2:7 (Midrash Rabbah, Vilna, 1878 [he])
8	45	שְׁנוֹת דּוֹר	שנות דור	שנות-דור	ספריא · נחלת הכלל	אומת			Malbim on Deuteronomy 32:7:2 (Mikraei Kodesh, Vilna, 1891 [he])
8	46	הִרְהִיב עֹז	הרהיב עז	הרהיב-עוז	ספריא · נחלת הכלל	שוכתב			Shem MiShmuel, Lech Lecha 7:10 (Sefer Shem Mishmuel, Piotrkow, 1927-1934 [he])
8	47	חֵרֵף נַפְשׁוֹ	חרף נפשו	חירף-נפשו	ספריא · נחלת הכלל	אומת			Hadar Zekenim on Torah, Leviticus 19:20:1 (Livorno, 1840 [he])
8	48	דָּחָה בִּשְׁתֵּי יָדַיִם	דחה בשתי ידים	דחה-בשתי-ידיים	ספריא · נחלת הכלל	אומת			Beur Reuven on Bava Kamma 4b:7 (Beur Reuven, New York 1955 [he])
8	49	הִסִּיחַ אֶת הַדַּעַת	הסיח את הדעת	הסיח-את-הדעת	ספריא · נחלת הכלל	שוכתב			Eliyah Rabbah on Shulchan Arukh, Orach Chayim 110:12 (Eliya Rabba, Sulzbach 1757 [he])
8	50	רֹאשׁוֹ וְרֻבּוֹ	ראשו ורבו	ראשו-ורובו	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Mishneh Torah, Red Heifer 13:11 (Torat Emet 363 [he])
8	51	בְּלֵב וָנֶפֶשׁ	בלב ונפש	בלב-ונפש	ספריא · נחלת הכלל	אומת			Teshuvot Rabbi Akiva Eiger HaChadashot 31:9 (Budapest, 1938 [he])
8	52	בְּכָל מְאוֹדוֹ	בכל מאודו	בכל-מאודו	ספריא · נחלת הכלל	אומת			Chidushei Agadot on Shabbat 56a:28 (Vilna Edition [he])
8	53	בְּכָל רְמַ"ח אֵבָרָיו	בכל רמ"ח אבריו	בכל-רמח-אבריו	ספריא · נחלת הכלל	אומת			Devarim Tovim on Ecclesiastes 12:14:1 (Alshich on Five Megillot, Warsaw, 1862 [he])
8	54	חֶבֶל אֶרֶץ	חבל ארץ	חבל-ארץ	ויקיטקסט · נחלת הכלל	אומת			מלבי"ם על יחזקאל מז טז
8	55	עִיר וָאֵם	עיר ואם	עיר-ואם	ספריא · נחלת הכלל	שוכתב			Matnot Kehunah on Eichah Rabbah 1:31:4 (Midrash Rabbah, Vilna, 1878 [he])
8	56	הֶעֱלָה אֲרוּכָה	העלה ארוכה	העלה-ארוכה	ספריא · נחלת הכלל	אומת			Rashi on Leviticus 13:18:2 (Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann, 1929-1934 [he])
8	57	אֵין זֹאת כִּי אִם	אין זאת כי אם	אין-זאת-כי-אם	ספריא · נחלת הכלל	SKIP			Mishnat Rabbi Eliezer 6:27 (New York, 1934 [he])
8	58	אִצְטְלָה	אצטלה	אצטלה	ויקינתונים (CC0)	אומת			L75926
8	59	אוּרִים וְתֻמִּים	אורים ותמים	אורים-ותומים	ויקינתונים (CC0)	אומת			L75224
8	60	בְּאִבּוֹ	באבו	אבב	ספריא · נחלת הכלל	שוכתב			Ralbag on Job 8:12:1 (On Your Way [he])
8	61	הִבְלִיעַ	הבליע	בלע	ויקינתונים (CC0)	אומת			L206874
8	62	הִגִּיהַּ	הגיה	גיה	ויקינתונים (CC0)	שוכתב			L491578
8	63	הִכָּה שֹׁרֶשׁ	הכה שרש	הכה-שורש	ספריא · נחלת הכלל	אומת			Shadal on Isaiah 1:6:4 (Padova, 1867 [he])
8	64	הִתִּיק	התיק	נתק	ספריא · נחלת הכלל	אומת			Penei Moshe on Jerusalem Talmud Shabbat 16:2:2:2 (1536 [he])
8	65	הִקְהִיל	הקהיל	קהל	ויקינתונים (CC0)	שוכתב			L208794
8	66	יוֹרֶה	יורה	ירה	ויקינתונים (CC0)	אומת			L65571
8	67	מְסֹאָב	מסאב	סאב	ויקינתונים (CC0)	אומת			L213501
8	68	מָלֵא תְּכוּנָה	מלא תכונה	מלא-תכונה	ספריא · נחלת הכלל	אומת			Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 22:65 (Derashot El Ami, Jerusalem 1936 [he])
8	69	מָסַךְ	מסך	מסכ	ויקינתונים (CC0)	אומת			L213541
8	70	נֶאֱלַם	נאלם	אלמ	ויקינתונים (CC0)	אומת			L214053
8	71	צְדִיָּה	צדיה	צדה	ספריא · נחלת הכלל	שוכתב			Metzudat Zion on Ezekiel 13:18:6 (On Your Way [he])
8	72	צָרוּף	צרוף	צרפ	ויקינתונים (CC0)	אומת			L217728
8	73	קִיקְיוֹנִי	קיקיוני	קיקיונ	ויקינתונים (CC0)	אומת			L218208
8	74	קוֹבַע	קובע	קובע	ויקינתונים (CC0)	שוכתב			L217825
8	75	שִׁגָּיוֹן	שגיון	שגה	ויקינתונים (CC0)	שוכתב			L82110
8	76	שָׁחוּן	שחון	שחנ	ויקינתונים (CC0)	אומת			L219406
8	77	שׁוֹחֵר	שוחר	שחר	ויקינתונים (CC0)	אומת			L219303
8	78	תְּעוּדַת עֲנִיּוּת	תעודת עניות	תעודת-עניות	ויקיטקסט · נחלת הכלל	שוכתב			תקנות לביצוע אמנת האג (הפרוצדורה האזרחית)
8	79	תִּלֵּי תִּלִּים	תלי תלים	תלי-תלים	ספריא · נחלת הכלל	אומת			Matnot Kehunah on Vayikra Rabbah 19:1:2 (Midrash Rabbah, Vilna, 1878 [he])
8	80	תַּכְרִיכִים	תכריכים	כרכ	ספריא · נחלת הכלל	שוכתב			Teshuvot Rabbi Akiva Eiger Tinyana 17:2 (Vienna, 1889 [he])
8	81	אֶבֶן נֶגֶף	אבן נגף	אבן-נגף	ויקינתונים (CC0)	אומת			L1352738
8	82	אֶבֶן הָרֹאשָׁה	אבן הראשה	אבן-הראשה	ויקינתונים (CC0)	אומת			L63637
8	83	אַסְפַּקְלַרְיָה	אספקלריה	אספקלריה	ויקינתונים (CC0)	אומת			L75834
8	84	אֹרַח	ארח	ארח	ויקינתונים (CC0)	שוכתב			L76012
8	85	בַּחֲרוֹק שִׁנַּיִם	בחרוק שנים	בחרוק-שיניים	ויקיטקסט · נחלת הכלל	שוכתב			פרוזה (ביאליק)/אריה "בעל גוף"
8	86	בִּכְפִיפָה אַחַת	בכפיפה אחת	בכפיפה-אחת	ספריא · נחלת הכלל	אומת			Turei Zahav on Shulchan Arukh, Even HaEzer 44:3 (Apei Ravrevei: Shulchan Aruch Even HaEzer, Lemberg, 1886 [he])
8	87	בִּלְתִּי נִדְלֶה	בלתי נדלה	בלתי-נדלה	ויקיטקסט · נחלת הכלל	אומת			בדרך לא סלולה/ירושלים
8	88	בַּצַּר לוֹ	בצר לו	בצר-לו	ספריא · נחלת הכלל	אומת			Metzudat David on II Chronicles 15:4:1 (On Your Way [he])
8	89	הִשְׁלִיךְ נַפְשׁוֹ מִנֶּגֶד	השליך נפשו מנגד	השליך-נפשו-מנגד	ספריא · נחלת הכלל	אומת			Haflaah on Ketubot 103b:3 (Sefer Hafla'ah, Lemberg, 1860 [he])
8	90	הִתְגַּלַּע	התגלע	גלע	ויקינתונים (CC0)	אומת			L209403
8	91	הֵחִישׁ	החיש	חוש	ויקינתונים (CC0)	אומת			L207617
8	92	הָלַךְ בְּדֶרֶךְ כָּל בָּשָׂר	הלך בדרך כל בשר	הלך-בדרך-כל-בשר	ספריא · נחלת הכלל	אומת			Divrei Yirmiyahu on Mishneh Torah, Rest on a Holiday 5:4:1 (Friedberg Edition [he])
8	93	הָפַךְ אֶת עוֹרוֹ	הפך את עורו	הפך-את-עורו	ספריא · נחלת הכלל	אומת			Halakhot Ketanot, Part II 212:1 (Krakow, 1897 [he])
8	94	חֲסַר פְּנִיּוֹת	חסר פניות	חסר-פניות	ויקיטקסט · נחלת הכלל	אומת			חוק הבוררות המסחרית הבין-לאומית
8	95	חָסֹן	חסן	חסנ	ויקינתונים (CC0)	אומת			L77889
8	96	כָּל אֵימַת שֶׁ־	כל אימת ש	כל-אימת-ש	ספריא · נחלת הכלל	אומת			Rif Halakhot Ketanot (Menachot) 8b:1 (Vilna Edition [he])
8	97	מַשְׁבֵּר	משבר	שבר	ויקינתונים (CC0)	SKIP			L79593
8	98	מִיָּמִים יָמִימָה	מימים ימימה	מימים-ימימה	ספריא · נחלת הכלל	שוכתב			Kitzur Ba'al HaTurim on Exodus 13:10:2 (On Your Way [he])
8	99	מִנִּי אָז	מני אז	מני-אז	ספריא · נחלת הכלל	אומת			Rashash on Bekhorot 20a:3 (Vilna Edition [he])
8	100	נִבְכֵי נַפְשׁוֹ	נבכי נפשו	נבכי-נפשו	לפי מילה: ויקינתונים · צורה (CC0)	אומת			נבכי=L214104 נפשו=L214889
8	101	נִעֵר חָצְנוֹ	נער חצנו	ניער-חוצנו	ספריא · נחלת הכלל	שוכתב			Rambam on Mishnah Shabbat 1:4:1 (Vilna edition [he])
8	102	נֶעְתְּקוּ מִלִּים מִפִּיו	נעתקו מלים מפיו	נעתקו-מילים-מפיו	ספריא · נחלת הכלל	שוכתב			Darkhei Moshe (Amiel), Introduction 4 (Darkhei Moshe, Jerusalem 1998-2000 [he])
8	103	נַחְתּוֹם	נחתום	נחתומ	ויקינתונים (CC0)	אומת			L214422
8	104	פֵּשֶׁר	פשר	פשר	ויקינתונים (CC0)	אומת			L67585
8	105	פָּכַר אֶת יָדָיו	פכר את ידיו	פכר-את-ידיו	ספריא · נחלת הכלל	אומת			Lechem Mishneh on Mishneh Torah, Prayer and the Priestly Blessing 5:5:1 (ToratEmet [he])
8	106	פָּרִיץ	פריץ	פריץ	ויקינתונים (CC0)	שוכתב			L81144
8	107	קַלּוּת רֹאשׁ	קלות ראש	קלות-ראש	ספריא · נחלת הכלל	אומת			Korban HaEdah on Jerusalem Talmud Megillah 3:3:3:1 (1536 [he])
8	108	שָׁרִיר וְקַיָּם	שריר וקים	שריר-וקיים	ספריא · נחלת הכלל	אומת			Shulchan Arukh, Choshen Mishpat 44:9 (Torat Emet 363 [he])
8	109	תִּנָּה אֶת צָרוֹתָיו	תנה את צרותיו	תינה-את-צרותיו	לפי מילה: ויקינתונים · צורה (CC0)	אומת			תנה=L215116 צרותיו=L67715
8	110	דָּשׁ בַּעֲקֵבָיו	דש בעקביו	דש-בעקביו	ספריא · נחלת הכלל	שוכתב			Shem MiShmuel, Eikev 4:8 (Sefer Shem Mishmuel, Piotrkow, 1927-1934 [he])
8	111	הֶעְתִּיר	העתיר	עתר	ויקינתונים (CC0)	אומת			L208504
8	112	מְשׁוּבַת נְעוּרִים	משובת נעורים	משובת-נעורים	⚠ דרוש מקור	שוכתב			משובה
8	113	נָפַל עַל אָזְנַיִם עֲרֵלוֹת	נפל על אזנים ערלות	נפל-על-אוזניים-ערלות	ויקיטקסט · נחלת הכלל	אומת			הספרות והסופר העברי
8	114	עָמַד מִנֶּגֶד	עמד מנגד	עמד-מנגד	ספריא · נחלת הכלל	אומת			Havot Yair 66:7 (Chavot Yair, Lemberg, 1896 [he])
8	115	זָרָה מֶלַח עַל הַפְּצָעִים	זרה מלח על הפצעים	זרה-מלח-על-הפצעים	⚠ דרוש מקור	אומת			ערך: זרה מלח על הפצעים
8	116	הִפְלִיא אֶת מַכּוֹתָיו	הפליא את מכותיו	הפליא-את-מכותיו	ספריא · נחלת הכלל	שוכתב			Kli Yakar on Numbers 25:14:1 (On Your Way [he])
8	117	יָד רוֹחֶצֶת יָד	יד רוחצת יד	יד-רוחצת-יד	ויקיטקסט · נחלת הכלל	אומת			חבל נחלתו יד סב
