מילה	יחידה	מקור ההוכחה	מזהה/רפרנס	הערה
קְלוֹקֵל	7	ויקינתונים (CC0)	L218245	קלוקל
קִלֵּס	7	ויקינתונים (CC0)	L218287	קלס
קַנְטְרָן	7	ויקינתונים (CC0)	L218359	קנטרן
קַרְדּוֹם	7	ויקינתונים (CC0)	L81745	קרדום
קַרְפִּיף	7	ויקינתונים (CC0)	L81805	קרפיף
רְבָב	7	ויקינתונים (CC0)	L81888	רבב
רָבִיד	7	ויקינתונים (CC0)	L218624	רביד
רָגַן	7	ויקינתונים (CC0)	L218659	רגן
רַהַב	7	ויקינתונים (CC0)	L68049	רהב
רַכָּב	7	ויקינתונים (CC0)	L218939	רכב
רִנֵּן	7	ויקינתונים (CC0)	L218992	רנן
רַפְרֶפֶת	7	ויקינתונים (CC0)	L82056	רפרפת
רָצַץ	7	ויקינתונים (CC0)	L219115	רצץ
רָקַח	7	ויקינתונים (CC0)	L219128	רקח
רָש	7	ויקינתונים (CC0)	L219141	רש
שׁוֹחֵר	7	ויקינתונים (CC0)	L219303	שוחר
שִׁוֵּעַ	7	ויקינתונים (CC0)	L82155	שוע
שָׁזַף	7	ויקינתונים (CC0)	L219397	שזף
שָׁחוּחַ	7	ויקינתונים (CC0)	L219403	שחוח
שָׁחוּן	7	ויקינתונים (CC0)	L219406	שחון
שַׁחַל	7	ויקינתונים (CC0)	L219417	שחל
שִׁיפּוּי	7	ויקינתונים (CC0)	L219581	שיפוי
שְׂכַלְתָן	7	ויקינתונים (CC0)	L219642	שכלתן
שָׁנָה	7	ויקינתונים (CC0)	L219751	שנה
שְׁנִיוֹנִי	7	ויקינתונים (CC0)	L219761	שניוני
שִׁסֵּעַ	7	ויקינתונים (CC0)	L82279	שסע
שַׁעַל	7	ויקינתונים (CC0)	L82297	שעל
שְׁתַדְלָן	7	ויקינתונים (CC0)	L219899	שתדלן
תּוֹעַמְלָן	7	ויקינתונים (CC0)	L220053	תועמלן
תִּחוּחַ	7	ויקינתונים (CC0)	L220115	תחוח
תִּכְתּוֹבֶת	7	ויקינתונים (CC0)	L220237	תכתובת
תְּמוּרָה	7	ויקינתונים (CC0)	L68670	תמורה
תַּמְלִיל	7	ויקינתונים (CC0)	L82512	תמליל
תְּנוּבָה	7	ויקינתונים (CC0)	L82518	תנובה
תַּשׁ	7	ויקינתונים (CC0)	L220450	תש
תַּשְׁלִיל	7	ויקינתונים (CC0)	L220463	תשליל
אִבְחָה	8	ויקינתונים (CC0)	L63624	אבחה
אֶבֶן הָרֹאשָׁה	8	ויקינתונים (CC0)	L63637	אבן הראשה
אֶבֶן נֶגֶף	8	ויקינתונים (CC0)	L1352738	אבן נגף
אִדְרָה	8	ויקינתונים (CC0)	L75038	אדרה
אוֹטוֹקְרַטְיָה	8	ויקינתונים (CC0)	L63754	אוטוקרטיה
אוּנְקְיָה	8	ויקינתונים (CC0)	L75149	אונקיה
אַחֲרִית	8	ויקינתונים (CC0)	L75264	אחרית
אַמְתַּחַת	8	ויקינתונים (CC0)	L75580	אמתחת
אַסְפַּקְלַרְיָה	8	ויקינתונים (CC0)	L75834	אספקלריה
אָפוּף	8	ויקינתונים (CC0)	L205208	אפוף
אַפִּרְיוֹן	8	ויקינתונים (CC0)	L75909	אפריון
אָצַר	8	ויקינתונים (CC0)	L205285	אצר
אֲרוֹמָה	8	ויקינתונים (CC0)	L76006	ארומה
אֹרַח	8	ויקינתונים (CC0)	L76012	ארח
אַרְכֻּבָּה	8	ויקינתונים (CC0)	L76042	ארכבה
אַשְׁמַאי	8	ויקינתונים (CC0)	L205438	אשמאי
בַּד	8	ויקינתונים (CC0)	L64165	בד
גָּאָה	8	ויקינתונים (CC0)	L205993	גאה
גֵּב	8	ויקינתונים (CC0)	L64417	גב
גִּבֵּן	8	ויקינתונים (CC0)	L76548	גבן
גִּינּוּי	8	ויקינתונים (CC0)	L206225	גינוי
גַּרְדוֹם	8	ויקינתונים (CC0)	L76756	גרדום
גָרוּם	8	ויקינתונים (CC0)	L206360	גרום
דְּאָבוֹן	8	ויקינתונים (CC0)	L206408	דאבון
הִבְכִּיר	8	ויקינתונים (CC0)	L206865	הבכיר
הוֹלֵל	8	ויקינתונים (CC0)	L207205	הולל
הֶחְרִישׁ	8	ויקינתונים (CC0)	L207659	החריש
הִכְפִּישׁ	8	ויקינתונים (CC0)	L208133	הכפיש
הִסְכִּין	8	ויקינתונים (CC0)	L208325	הסכין
הִרְכִּין	8	ויקינתונים (CC0)	L208907	הרכין
הִתְוָוה	8	ויקינתונים (CC0)	L209459	התווה
הִתְנַגֵּחַ	8	ויקינתונים (CC0)	L209800	התנגח
הִתְרִיס	8	ויקינתונים (CC0)	L210213	התריס
זֵד	8	ויקינתונים (CC0)	L65026	זד
חָבוּש	8	ויקינתונים (CC0)	L210560	חבוש
חַט	8	ויקינתונים (CC0)	L77782	חט
חֲטוֹטֶרֶת	8	ויקינתונים (CC0)	L210749	חטוטרת
חֹסֶן	8	ויקינתונים (CC0)	L77889	חסן
חַת	8	ויקינתונים (CC0)	L65396	חת
טֶלֶף	8	ויקינתונים (CC0)	L78087	טלף
טְרַנְסְפוֹרְמַצְיָה	8	ויקינתונים (CC0)	L78193	טרנספורמציה
יָצוּל	8	ויקינתונים (CC0)	L78296	יצול
כְּפִיפוּת	8	ויקינתונים (CC0)	L212188	כפיפות
כֹּפֶר	8	ויקינתונים (CC0)	L1320773	כפר
לַבִּירִינְתְּ	8	ויקינתונים (CC0)	L78560	לבירינת
לִיבְּרָה	8	ויקינתונים (CC0)	L78651	ליברה
לַיִּש	8	ויקינתונים (CC0)	L78687	ליש
לָעַז	8	ויקינתונים (CC0)	L78701	לעז
מְבֻדָּר	8	ויקינתונים (CC0)	L212569	מבדר
מֻבְלַעַת	8	ויקינתונים (CC0)	L78748	מבלעת
מְדוּכָה	8	ויקינתונים (CC0)	L212662	מדוכה
מַחַט	8	ויקינתונים (CC0)	L66162	מחט
מַחְתָּה	8	ויקינתונים (CC0)	L78995	מחתה
מְרוּפָּט	8	ויקינתונים (CC0)	L213818	מרופט
מִשְׁבָּר	8	ויקינתונים (CC0)	L79593	משבר
מַשְׁמִים	8	ויקינתונים (CC0)	L213940	משמים
נִדְרַשׁ	8	ויקינתונים (CC0)	L214192	נדרש
נְהָרָה	8	ויקינתונים (CC0)	L214212	נהרה
נַחְתּוֹם	8	ויקינתונים (CC0)	L214422	נחתום
נִיכָּר	8	ויקינתונים (CC0)	L214536	ניכר
נְסִיקָה	8	ויקינתונים (CC0)	L214768	נסיקה
סִדְקִית	8	ויקינתונים (CC0)	L79988	סדקית
סִילּוּף	8	ויקינתונים (CC0)	L215489	סילוף
סָנַט	8	ויקינתונים (CC0)	L215699	סנט
סְפּוֹנְטָנִי	8	ויקינתונים (CC0)	L215737	ספונטני
פֵּאָה	8	ויקינתונים (CC0)	L67347	פאה
פִּיתוֹם	8	ויקינתונים (CC0)	L80869	פיתום
פָּכַר	8	ויקינתונים (CC0)	L216865	פכר
פְּלוּגְתָּא	8	ויקינתונים (CC0)	L491543	פלוגתא
פְּלוֹנִי	8	ויקינתונים (CC0)	L216885	פלוני
פַּלָּצוּת	8	ויקינתונים (CC0)	L216926	פלצות
פָּרִיץ	8	ויקינתונים (CC0)	L81144	פריץ
פַּרְסָה	8	ויקינתונים (CC0)	L67560	פרסה
פֵּשֶׁר	8	ויקינתונים (CC0)	L67585	פשר
צוֹרֵף	8	ויקינתונים (CC0)	L217526	צורף
צַלְיָן	8	ויקינתונים (CC0)	L81332	צלין
צָפוּד	8	ויקינתונים (CC0)	L217693	צפוד
צַרְכָנִיָּה	8	ויקינתונים (CC0)	L81406	צרכניה
קִיפֵּחַ	8	ויקינתונים (CC0)	L218191	קיפח
קְנוֹקֶנֶת	8	ויקינתונים (CC0)	L81678	קנוקנת
קַצְרָנוּת	8	ויקינתונים (CC0)	L81730	קצרנות
רַחַשׁ	8	ויקינתונים (CC0)	L218829	רחש
רֶמֶץ	8	ויקינתונים (CC0)	L68140	רמץ
רֶפוֹרְמָה	8	ויקינתונים (CC0)	L68164	רפורמה
שָׁבִיס	8	ויקינתונים (CC0)	L219207	שביס
שִׁוָּוה	8	ויקינתונים (CC0)	L1368445	שווה
שַׁחֲרִית	8	ויקינתונים (CC0)	L68306	שחרית
שָׁעָה	8	ויקינתונים (CC0)	L219769	שעה
שָׁפוּף	8	ויקינתונים (CC0)	L219792	שפוף
תַּבְלִיט	8	ויקינתונים (CC0)	L82412	תבליט
תּוֹחֶלֶת	8	ויקינתונים (CC0)	L82432	תוחלת
תִּינָּה	8	ויקינתונים (CC0)	L220189	תינה
תַּמְלוּגִים	8	ויקינתונים (CC0)	L220279	תמלוגים
תַּעֲרִיף	8	ויקינתונים (CC0)	L82536	תעריף
תִּקְרוֹבֶת	8	ויקינתונים (CC0)	L220411	תקרובת
אַבְּסוּרְדִי	9	ויקינתונים (CC0)	L204341	אבסורדי
אַדְּרַבָּה	9	ויקינתונים (CC0)	L492106	אדרבה
אוֹב	9	ויקינתונים (CC0)	L75051	אוב
אוֹטוֹרִיטָה	9	ויקינתונים (CC0)	L75087	אוטוריטה
אִיֵּשׁ	9	ויקינתונים (CC0)	L63920	איש
אִישׁ אֶשְׁכּוֹלוֹת	9	ויקינתונים (CC0)	L75417	איש אשכולות
אֶשְׁתָּקַד	9	ויקינתונים (CC0)	L491986	אשתקד
אֶתְנַחְתָּא	9	ויקינתונים (CC0)	L76120	אתנחתא
בִּכָּה	9	ויקינתונים (CC0)	L491560	בכה
בַּלְדָּר	9	ויקינתונים (CC0)	L76338	בלדר
בָּלוּי	9	ויקינתונים (CC0)	L205833	בלוי
גְּדִיל	9	ויקינתונים (CC0)	L76565	גדיל
גִּדֵּם	9	ויקינתונים (CC0)	L206056	גדם
גְּלִימָה	9	ויקינתונים (CC0)	L76673	גלימה
דֹּחַק	9	ויקינתונים (CC0)	L206550	דחק
דָּמַם	9	ויקינתונים (CC0)	L491576	דמם
הֶאֱפִיל	9	ויקינתונים (CC0)	L206823	האפיל
הֵחִישׁ	9	ויקינתונים (CC0)	L207617	החיש
הֶחֱשָה	9	ויקינתונים (CC0)	L207665	החשה
הִכְלִים	9	ויקינתונים (CC0)	L208120	הכלים
הִכְתִּיר	9	ויקינתונים (CC0)	L208154	הכתיר
הִסְתּוֹפֵף	9	ויקינתונים (CC0)	L208379	הסתופף
הֶעֱרָה	9	ויקינתונים (CC0)	L208493	הערה
הִצְמִית	9	ויקינתונים (CC0)	L208680	הצמית
הִקְצָה	9	ויקינתונים (CC0)	L208829	הקצה
הִרְעִים	9	ויקינתונים (CC0)	L208925	הרעים
הִתְאוֹנֵן	9	ויקינתונים (CC0)	L209229	התאונן
הִתְגַּפֵּף	9	ויקינתונים (CC0)	L209417	התגפף
הִתְקִין	9	ויקינתונים (CC0)	L210113	התקין
וַרְיַאצְיָה	9	ויקינתונים (CC0)	L65014	וריאציה
וִירְטוּאוֹז	9	ויקינתונים (CC0)	L210298	וירטואוז
זַלְזַל	9	ויקינתונים (CC0)	L210461	זלזל
חָפַן	9	ויקינתונים (CC0)	L211086	חפן
חָרַץ	9	ויקינתונים (CC0)	L211178	חרץ
טְפִיפָה	9	ויקינתונים (CC0)	L211493	טפיפה
טַרְזָנִי	9	ויקינתונים (CC0)	L211541	טרזני
יִעוּד	9	ויקינתונים (CC0)	L211828	יעוד
כִּילַי	9	ויקינתונים (CC0)	L78400	כילי
כָּמוּס	9	ויקינתונים (CC0)	L212142	כמוס
כְּרוּב	9	ויקינתונים (CC0)	L65834	כרוב
לָאַט	9	ויקינתונים (CC0)	L212262	לאט
לוֹט	9	ויקינתונים (CC0)	L212330	לוט
לָחַך	9	ויקינתונים (CC0)	L212372	לחך
לְמַפְרֵע	9	ויקינתונים (CC0)	L492045	למפרע
לְמִשְעִי	9	ויקינתונים (CC0)	L492047	למשעי
לִסְטִים	9	ויקינתונים (CC0)	L65967	לסטים
מוּבְהָק	9	ויקינתונים (CC0)	L212731	מובהק
מוּפְשָט	9	ויקינתונים (CC0)	L212909	מופשט
מִינוּת	9	ויקינתונים (CC0)	L213205	מינות
מִנְשָר	9	ויקינתונים (CC0)	L79300	מנשר
מַעֲקָשׁ	9	ויקינתונים (CC0)	L79397	מעקש
מִשְׁנֶה	9	ויקינתונים (CC0)	L66593	משנה
מִתְוֶוה	9	ויקינתונים (CC0)	L213986	מתווה
נֵאוֹת	9	ויקינתונים (CC0)	L214044	נאות
נֹגַהּ	9	ויקינתונים (CC0)	L1320401	נגה
נִדְבָּך	9	ויקינתונים (CC0)	L79714	נדבך
נִטַּשׁ	9	ויקינתונים (CC0)	L214457	נטש
נָסַךְ	9	ויקינתונים (CC0)	L214769	נסך
נִקְהַל	9	ויקינתונים (CC0)	L214945	נקהל
נִקְרָה	9	ויקינתונים (CC0)	L214984	נקרה
סְבָרָה	9	ויקינתונים (CC0)	L79975	סברה
סוֹלְלָה	9	ויקינתונים (CC0)	L66957	סוללה
סָלַד	9	ויקינתונים (CC0)	L215613	סלד
סָעַד	9	ויקינתונים (CC0)	L215723	סעד
עַבְדְקָן	9	ויקינתונים (CC0)	L80456	עבדקן
עֲבוֹט	9	ויקינתונים (CC0)	L67148	עבוט
עוֹפֶר	9	ויקינתונים (CC0)	L67196	עופר
פֹּארָה	9	ויקינתונים (CC0)	L80641	פארה
פּוֹחֵז	9	ויקינתונים (CC0)	L216444	פוחז
פֶּלֶך	9	ויקינתונים (CC0)	L67464	פלך
פִּנְכָּה	9	ויקינתונים (CC0)	L80971	פנכה
פַּס	9	ויקינתונים (CC0)	L216999	פס
פָּקַד	9	ויקינתונים (CC0)	L217103	פקד
צָבָא	9	ויקינתונים (CC0)	L217447	צבא
צוֹעֵר	9	ויקינתונים (CC0)	L81257	צוער
צוּר	9	ויקינתונים (CC0)	L67638	צור
צִיַה	9	ויקינתונים (CC0)	L81292	ציה
צָנוּף	9	ויקינתונים (CC0)	L217661	צנוף
צַר	9	ויקינתונים (CC0)	L217721	צר
קַב	9	ויקינתונים (CC0)	L217756	קב
קְדֵרָה	9	ויקינתונים (CC0)	L81443	קדרה
קוֹלֶגָה	9	ויקינתונים (CC0)	L81474	קולגה
קָטוּם	9	ויקינתונים (CC0)	L218069	קטום
קָם	9	ויקינתונים (CC0)	L218310	קם
קָרוּץ	9	ויקינתונים (CC0)	L218476	קרוץ
רַעֲמָה	9	ויקינתונים (CC0)	L82032	רעמה
רָצַע	9	ויקינתונים (CC0)	L219108	רצע
שֶׁצֶף	9	ויקינתונים (CC0)	L219817	שצף
שְׁרִירוּת	9	ויקינתונים (CC0)	L82359	שרירות
שְׁרִירוּתִי	9	ויקינתונים (CC0)	L219879	שרירותי
שָׂרָף	9	ויקינתונים (CC0)	L219890	שרף
תּוֹאֲנָה	9	ויקינתונים (CC0)	L82430	תואנה
תּוֹלָדָה	9	ויקינתונים (CC0)	L68579	תולדה
תְּכִיפוּת	9	ויקינתונים (CC0)	L220213	תכיפות
תָּר	9	ויקינתונים (CC0)	L220419	תר
תְּשׁוּרָה	9	ויקינתונים (CC0)	L220456	תשורה
אַבְנֵט	10	ויקינתונים (CC0)	L63640	אבנט
אַבְקָן	10	ויקינתונים (CC0)	L63648	אבקן
אַבְרֵך	10	ויקינתונים (CC0)	L228531	אברך
אוֹטוֹבִּיוֹגְרַפְיָה	10	ויקינתונים (CC0)	L204458	אוטוביוגרפיה
אוֹמְנִיפּוֹטֶנְטִי	10	ויקינתונים (CC0)	L204503	אומניפוטנטי
אִידֵאָל	10	ויקינתונים (CC0)	L204706	אידאל
אִיּוּשׁ	10	ויקינתונים (CC0)	L204723	איוש
אִינְהֶרֶנְטִי	10	ויקינתונים (CC0)	L204805	אינהרנטי
אֵיפָה	10	ויקינתונים (CC0)	L63914	איפה
אֲנֶקְדּוֹטָה	10	ויקינתונים (CC0)	L205123	אנקדוטה
אֲסוּפָה	10	ויקינתונים (CC0)	L205142	אסופה
אַפְסָר	10	ויקינתונים (CC0)	L75897	אפסר
אָקוּטִי	10	ויקינתונים (CC0)	L205300	אקוטי
אָרִיחַ	10	ויקינתונים (CC0)	L64114	אריח
אָרִיס	10	ויקינתונים (CC0)	L205391	אריס
אֶשְׁכָּר	10	ויקינתונים (CC0)	L76086	אשכר
בְּחִישָׁה	10	ויקינתונים (CC0)	L205673	בחישה
בִּיכֵּר	10	ויקינתונים (CC0)	L205760	ביכר
בִּכּוּרִים	10	ויקינתונים (CC0)	L76331	בכורים
בְּצַוְותָּא	10	ויקינתונים (CC0)	L492012	בצוותא
גָבִין	10	ויקינתונים (CC0)	L206030	גבין
גַּחֲמָה	10	ויקינתונים (CC0)	L206164	גחמה
גָלְמוּד	10	ויקינתונים (CC0)	L206277	גלמוד
גַשְׁמִי	10	ויקינתונים (CC0)	L206402	גשמי
דָּהוּי	10	ויקינתונים (CC0)	L206457	דהוי
דּוֹבְרָה	10	ויקינתונים (CC0)	L76913	דוברה
דְפוּס	10	ויקינתונים (CC0)	L77086	דפוס
דֹק	10	ויקינתונים (CC0)	L206727	דק
הֶאֱצִיל	10	ויקינתונים (CC0)	L206828	האציל
הֶגְמוֹנְיָה	10	ויקינתונים (CC0)	L64785	הגמוניה
הֵחִיל	10	ויקינתונים (CC0)	L207616	החיל
הִכְפִּיף	10	ויקינתונים (CC0)	L208132	הכפיף
הַלָּה	10	ויקינתונים (CC0)	L489991	הלה
הִלִּין	10	ויקינתונים (CC0)	L208180	הלין
הַלְמוּת	10	ויקינתונים (CC0)	L208183	הלמות
הִלְעִיז	10	ויקינתונים (CC0)	L208189	הלעיז
הִמְצִיא	10	ויקינתונים (CC0)	L208236	המציא
הִנְפִּיק	10	ויקינתונים (CC0)	L208293	הנפיק
הִתְבַּדְּרוּת	10	ויקינתונים (CC0)	L209308	התבדרות
הִתְחַקָּה	10	ויקינתונים (CC0)	L209538	התחקה
הִתְלַהֵם	10	ויקינתונים (CC0)	L209682	התלהם
הִתְנוֹדֵד	10	ויקינתונים (CC0)	L209817	התנודד
הִתְנוֹפֵף	10	ויקינתונים (CC0)	L209827	התנופף
זְמָם	10	ויקינתונים (CC0)	L210475	זמם
חֲוִילָה	10	ויקינתונים (CC0)	L65166	חוילה
חַכְלִילִי	10	ויקינתונים (CC0)	L210911	חכלילי
חָמָס	10	ויקינתונים (CC0)	L211002	חמס
חָרוּל	10	ויקינתונים (CC0)	L77935	חרול
חֲרוּשׁ	10	ויקינתונים (CC0)	L211141	חרוש
חֲרִיץ	10	ויקינתונים (CC0)	L65370	חריץ
חִשּׁוּל	10	ויקינתונים (CC0)	L77963	חשול
טָרוּף	10	ויקינתונים (CC0)	L211533	טרוף
יְהָב	10	ויקינתונים (CC0)	L65532	יהב
יוֹרֵד יָם	10	ויקינתונים (CC0)	L78248	יורד ים
כִּיּוּר	10	ויקינתונים (CC0)	L65738	כיור
כִּינוּן	10	ויקינתונים (CC0)	L212076	כינון
כְּלוֹנָס	10	ויקינתונים (CC0)	L78416	כלונס
כִּמֵּת	10	ויקינתונים (CC0)	L65798	כמת
כִּתֵּר	10	ויקינתונים (CC0)	L65876	כתר
לִבְלוּב	10	ויקינתונים (CC0)	L212275	לבלוב
מִגְבַּעַת	10	ויקינתונים (CC0)	L78755	מגבעת
מַדְמֵנָה	10	ויקינתונים (CC0)	L212683	מדמנה
מוֹעֵד	10	ויקינתונים (CC0)	L66116	מועד
מִזְכָּר	10	ויקינתונים (CC0)	L212987	מזכר
מַחְמָל	10	ויקינתונים (CC0)	L213045	מחמל
מְטוּרְזָן	10	ויקינתונים (CC0)	L213082	מטורזן
מְכוּרְכָּם	10	ויקינתונים (CC0)	L213304	מכורכם
מִלְטָשָׁה	10	ויקינתונים (CC0)	L213365	מלטשה
מִסְדָּר	10	ויקינתונים (CC0)	L213500	מסדר
מַסָּה	10	ויקינתונים (CC0)	L79307	מסה
מָש	10	ויקינתונים (CC0)	L213877	מש
נֶאֱלָח	10	ויקינתונים (CC0)	L214052	נאלח
נָגַשׂ	10	ויקינתונים (CC0)	L214155	נגש
נוֹפֶך	10	ויקינתונים (CC0)	L214287	נופך
ניוּאַנְס	10	ויקינתונים (CC0)	L214499	ניואנס
נִיחָר	10	ויקינתונים (CC0)	L214515	ניחר
נִכְסָף	10	ויקינתונים (CC0)	L214651	נכסף
נִפְרַע	10	ויקינתונים (CC0)	L214885	נפרע
סִדּוּר	10	ויקינתונים (CC0)	L215178	סדור
סְרָק	10	ויקינתונים (CC0)	L215859	סרק
עָמִיל	10	ויקינתונים (CC0)	L216181	עמיל
עֲנָק	10	ויקינתונים (CC0)	L67283	ענק
עַרְכָּאָה	10	ויקינתונים (CC0)	L80611	ערכאה
פָּג	10	ויקינתונים (CC0)	L216391	פג
פָּרָדוֹקְס	10	ויקינתונים (CC0)	L67533	פרדוקס
פְּרִישוּת	10	ויקינתונים (CC0)	L217292	פרישות
פֶּרְמָנֶנְטִי	10	ויקינתונים (CC0)	L217309	פרמננטי
פָּרַף	10	ויקינתונים (CC0)	L217344	פרף
פַּשְׁטָנִי	10	ויקינתונים (CC0)	L217377	פשטני
צָבָה	10	ויקינתונים (CC0)	L217449	צבה
צוֹנֵן	10	ויקינתונים (CC0)	L217514	צונן
צָלַח	10	ויקינתונים (CC0)	L217617	צלח
קָבַל	10	ויקינתונים (CC0)	L217771	קבל
קוּנְדֵּסוּת	10	ויקינתונים (CC0)	L217935	קונדסות
קִילּוּחַ	10	ויקינתונים (CC0)	L218155	קילוח
קָפַח	10	ויקינתונים (CC0)	L218397	קפח
קְרֵי	10	ויקינתונים (CC0)	L81768	קרי
קָשִׁישׁ	10	ויקינתונים (CC0)	L67999	קשיש
רְבָבָה	10	ויקינתונים (CC0)	L68033	רבבה
רִפְרֵף	10	ויקינתונים (CC0)	L219077	רפרף
שׁוּמָה	10	ויקינתונים (CC0)	L82150	שומה
שָׁנוּן	10	ויקינתונים (CC0)	L219754	שנון
שִׁעוּר	10	ויקינתונים (CC0)	L82292	שעור
שָׁת	10	ויקינתונים (CC0)	L68520	שת
תָּמִיר	10	ויקינתונים (CC0)	L220275	תמיר
תַּעַר	10	ויקינתונים (CC0)	L82534	תער
תָּפֵל	10	ויקינתונים (CC0)	L220357	תפל
תֶּקֶר	10	ויקינתונים (CC0)	L82573	תקר
אַרְכִיב / אַרְכִיּוֹן	1	ויקינתונים (CC0)	L76045	ארכיב
בּוּרְסְקִי / בּוּרְסְקַאי / בּוּרְסִי	1	ויקינתונים (CC0)	L205638	בורסקי
הִגֵּר	1	ויקינתונים (CC0)	L207750	היגר
הִתַּמֵּר	1	ויקינתונים (CC0)	L209742	התמיר
טָוָה	1	ויקינתונים (CC0)	L211289	טווה
כְּבַד לָשׁוֹן / פֶּה	1	ויקינתונים (CC0)	L67362	פה
כַּן / כַּנָּה	1	ויקינתונים (CC0)	L65800	כן
מֵאֵן	1	ויקינתונים (CC0)	L213109	מיאן
נִחַם	1	ויקינתונים (CC0)	L214513	ניחם
נִכּוּשׁ	1	ויקינתונים (CC0)	L214533	ניכוש
צִדֵד	1	ויקינתונים (CC0)	L217542	צידד
קוֹרֶט / קַרְטוֹב	1	ויקינתונים (CC0)	L218034	קורט
הִתְיַלֵּד	1	ויקינתונים (CC0)	L209592	התיילד
אֵרַע	2	ויקינתונים (CC0)	L204883	אירע
בָּרִי	2	ויקינתונים (CC0)	L64357	בר
גִּיל / גִּילָה	2	ויקינתונים (CC0)	L64502	גיל
אוֹבְּיֶקְטִיבִי	3	ויקינתונים (CC0)	L204406	אובייקטיבי
הִשְׁתַּיֵּר	3	ויקינתונים (CC0)	L209116	השתייר
הִתְיַמֵּר	3	ויקינתונים (CC0)	L209594	התיימר
זִכּוּך	3	ויקינתונים (CC0)	L210423	זיכוך
מִנְיָן	3	ויקינתונים (CC0)	L66356	מניין
קְלִישָאַה / קְלִישָה	3	ויקינתונים (CC0)	L218280	קלישאה
רוֹחַב יָד / לֵב	3	ויקינתונים (CC0)	L65885	לב
שִׁדֵּל	3	ויקינתונים (CC0)	L219478	שידל
גִּבֵּב	4	ויקינתונים (CC0)	L206168	גיבב
הִתְוַדֵּעַ	4	ויקינתונים (CC0)	L209457	התוודע
מַכּוֹת נֶאֱמָנוֹת / נִמְרָצוֹת	4	ויקינתונים (CC0)	L214722	נמרצות · ⚠ הלקסמה מוכיחה את המילה «נמרצות» בלבד — לא את הצירוף «מכות נאמנות / נמרצות» כניב. לא אותר רפרנס לניב במלואו — לא מוכח
נַיָּח	4	ויקינתונים (CC0)	L214528	נייח
נִצָּב	4	ויקינתונים (CC0)	L66768	ניצב
סוֹאֵן	4	ויקינתונים (CC0)	L215131	סאן
קְלִיָּה	4	ויקינתונים (CC0)	L81653	קלייה
רִדֵּד	4	ויקינתונים (CC0)	L218861	רידד
שִׁנֵּן	4	ויקינתונים (CC0)	L219562	שינן
בִּזֵּר	5	ויקינתונים (CC0)	L205738	ביזר
גָמָא / גָמַע	5	ויקינתונים (CC0)	L64544	גמא
הִתְחַוֵּר	5	ויקינתונים (CC0)	L209481	התחוור
הִתַּמֵּם	5	ויקינתונים (CC0)	L208086	היתמם
נֶקֶב / נַקְבּוּבִית	5	ויקינתונים (CC0)	L214935	נקב
עוֹלָל / עוֹלֵל	5	ויקינתונים (CC0)	L80494	עולל
צַיְקָן	5	ויקינתונים (CC0)	L217562	צייקן
שֶׂכְוִי	5	ויקינתונים (CC0)	L82215	שכווי
אֵימָתַי	6	ספריא · Torat Emet 357 (Public Domain)	Mishnah Berakhot 1:1	הצורה בטקסט: «מֵאֵימָתַי קוֹרִין אֶת שְׁמַע בְּעַרְבִית. מִ» · ⚠ הוחלפה הפניה שגויה L204788 · ההתאמה נוצרה מנרמול והלמה שם היא מילה אחרת
בֵּית מִטְבָּחַיִם	6	ויקינתונים (CC0)	L76309	בית מטבחיים
גָּמַר בְּדַעְתּוֹ / בְּלִבּוֹ / אוֹמֶר	6	ויקינתונים (CC0)	L63776	אומר
זִבּוּרִית	6	ויקינתונים (CC0)	L77590	זיבורית
חֲמַרְמֹרֶת	6	ויקינתונים (CC0)	L65313	חמרמורת
יִחֵל	6	ויקינתונים (CC0)	L211750	ייחל
פָּלוּש	6	ויקינתונים (CC0)	L216935	פלש
שָׁח / שָׁחָה	6	ויקינתונים (CC0)	L219399	שח
דֵרָאוֹן	7	ויקינתונים (CC0)	L77115	דיראון
מִגֵּר	7	ויקינתונים (CC0)	L213113	מיגר
מְהֻקְצָע	7	ויקינתונים (CC0)	L212705	מהוקצע
מְחֻטָּט	7	ויקינתונים (CC0)	L213010	מחוטט
קִנְיָן	7	ויקינתונים (CC0)	L218368	קניין
קַפֶּנְדַרְיָא / קַפַּנְדְּרִיָּה	7	ויקינתונים (CC0)	L81715	קפנדריה
שִׁגָיוֹן	7	ויקינתונים (CC0)	L82110	שיגיון
שִׁהוּי	7	ויקינתונים (CC0)	L219482	שיהוי
תִּעֵל	7	ויקינתונים (CC0)	L220199	תיעל
אָזַר מָתְנָיו / חַלְצָיו / חַיִל	8	ויקינתונים (CC0)	L65246	חיל
גָּלְמִי / גּוֹלְמִי	8	ויקינתונים (CC0)	L206098	גולמי
הֵחִישׁ (אֶת) צְעָדָיו / פְּעָמָיו	8	ספריא · Midrash Rabbah, with Etz Yosef, Warsaw, 1867 (Public Domain)	Etz Yosef on Ruth Rabbah 6:1:6	הצורה בטקסט: «שאילו החיש לה. פירושו שאילו מיהר לה בפתאום ובמהירות» · ⚠ הרכיב «החיש» בלבד · הצירוף המלא לא נמצא באף מקור מותר · ⚠ הוחלפה הפניה שגויה L217076 · ההתאמה נוצרה מנרמול והלמה שם היא מילה אחרת
חִדָלוֹן	8	ויקינתונים (CC0)	L210774	חידלון
