k	unit	term	gloss	bold	en	he
61cdbe3b7c9f	6	contest	תחרות; לערער על, לחלוק על; להתמודד על	בתחרות	She won first place in the singing <b>contest</b> last week.	היא זכתה במקום הראשון <b>בתחרות</b> השירה בשבוע שעבר.
decfd71a40fa	6	copper	נחושת	מנחושת	The old pipes were made of reddish-brown <b>copper</b> commonly used in wiring.	הצינורות הישנים היו עשויים <b>מנחושת</b> חומה-אדמדמה שנפוצה בחיווט.
3347c5bbb552	6	correlate	לתאם, לקשר	מתואמים	Research shows that education and income strongly <b>correlate</b>.	מחקרים מראים שחינוך והכנסה <b>מתואמים</b> בחוזקה.
8d1436421fa9	6	council	מועצה	מועצת	The student <b>council</b> decided to plan a fun event for the school.	<b>מועצת</b> התלמידים החליטה לתכנן אירוע כיפי לבית הספר.
fe98a1feae17	6	criticize	לבקר	יבקרו	Teachers will <b>criticize</b> weak arguments in student essays.	מורים <b>יבקרו</b> טיעונים חלשים בחיבורי תלמידים.
4d599f927e94	6	critique	ביקורת	הביקורת	The <b>critique</b> of his painting was mostly positive overall.	<b>הביקורת</b> על הציור שלו הייתה חיובית ברובה.
e3732b302f46	6	crossroad	צומת	בצומת	The two busy streets met at a <b>crossroad</b> in the center of town.	שני הרחובות העמוסים נפגשו <b>בצומת</b> במרכז העיר.
8db2f15c1ad1	6	culinary	קולינרי, של בישול	לבישול	<b>Culinary</b> schools teach students how to become chefs.	בתי ספר <b>לבישול</b> מלמדים תלמידים איך להפוך לשפים.
5af6e05d4c7c	6	daydream	לחלום בהקיץ	חלמה בהקיץ	She <b>daydreamed</b> about traveling to distant countries during a boring class.	היא <b>חלמה בהקיץ</b> על נסיעות למדינות רחוקות במהלך שיעור משעמם.
9cee76914266	6	debt	חוב	חובה	The company had to pay off its <b>debt</b> in five years.	החברה נאלצה לסלק את <b>חובה</b> תוך חמש שנים.
766d82ede081	6	declare	להכריז	תכריז	The teacher will <b>declare</b> the winner of the science contest today.	המורה <b>תכריז</b> על הזוכה בתחרות המדע היום.
7e74bea2178c	6	decorate	לקשט	נקשט	We will <b>decorate</b> the room with flowers and balloons.	אנחנו <b>נקשט</b> את החדר בפרחים ובבלונים.
4bbf484aaa9e	6	decrease	ירידה, הפחתה; להפחית, לצמצם	ירדו	Temperatures will <b>decrease</b> tomorrow and snow is expected.	הטמפרטורות <b>ירדו</b> מחר וצפוי שלג.
3390671c46e4	6	dedicated	מסור; מוקדש ל-	המסורה	The <b>dedicated</b> teacher spent hours preparing for lessons.	המורה <b>המסורה</b> בילתה שעות בהכנת שיעורים.
6df719948296	6	delicate	עדין	העדין	The <b>delicate</b> vase was carefully wrapped in bubble wrap.	האגרטל <b>העדין</b> נעטף בזהירות בניילון בועות.
99b43177d970	6	demographic	דמוגרפי	הדמוגרפיים	The <b>demographic</b> data clearly showed an aging and declining population.	הנתונים <b>הדמוגרפיים</b> הראו בבירור אוכלוסייה מזדקנת ומצטמצמת.
8819501605d1	6	department-store	חנות כלבו	חנות הכלבו	The <b>department</b>-store sells clothing, home goods, and household items.	<b>חנות הכלבו</b> מוכרת בגדים, מוצרי בית וכלי משק בית.
da36d5dc8fb1	6	desert	מדבר; לנטוש	המדבר	The <b>desert</b> is extremely hot during the day.	<b>המדבר</b> חם מאוד במהלך היום.
89fd69e2e18b	6	determine	לקבוע	יקבעו	Scientists will <b>determine</b> which bacteria caused the infection.	מדענים <b>יקבעו</b> אילו חיידקים גרמו לזיהום.
4afaa24693ed	6	differ	להיות שונה, להיבדל, לחלוק; לחלוק על	נבדלות	The twins look similar, but their opinions <b>differ</b> quite a lot.	התאומים נראים דומים, אבל דעותיהם <b>נבדלות</b> זו מזו במידה רבה.
bbeef7654804	6	discomfort	אי-נוחות	לאי-נוחות	Wearing shoes two sizes too small causes real <b>discomfort</b>.	נעילת נעליים בשני מספרים קטנים מדי גורמת <b>לאי-נוחות</b> ממשית.
4715ca087ce6	6	disloyal	לא נאמן	הלא נאמנים	His <b>disloyal</b> friends abandoned him when he lost his job.	חבריו <b>הלא נאמנים</b> נטשו אותו כשהוא איבד את העבודה.
d98e08994704	6	domestic	ביתי; מקומי, פנים-ארצי; מבוית (חיה)	הביתית	She left her job to focus on <b>domestic</b> responsibilities at home.	היא עזבה את העבודה כדי להתמקד באחריות <b>הביתית</b> בבית.
c4a1f649c56a	6	draft	גיוס; טיוטה; משיכה; רוח פרצים	הגיוס	Young men faced the military <b>draft</b> during the war years.	גברים צעירים ניצבו מול <b>הגיוס</b> הצבאי בשנות המלחמה.
70c811fc6c41	6	duplicate	לשכפל	שכפל	Please <b>duplicate</b> this report and send copies to everyone.	אנא <b>שכפל</b> את הדוח הזה ושלח עותקים לכולם.
bf9c36182980	6	eccentric	מוזר, אקסצנטרי	המוזר	The <b>eccentric</b> professor kept forty cats and never wore matching socks.	הפרופסור <b>המוזר</b> החזיק ארבעים חתולים ולא לבש אף פעם גרביים תואמות.
4b315e86ed15	6	educate	לחנך	מחנכים	Schools <b>educate</b> children in reading, writing, and mathematics.	בתי ספר <b>מחנכים</b> ילדים לקריאה, כתיבה וחשבון.
6b453d50964d	6	encounter	להיתקל ב-, לפגוש; מפגש, היתקלות	נתקלתי	I <b>encountered</b> an old friend at the grocery store yesterday.	<b>נתקלתי</b> בחבר ותיק בסופרמרקט אתמול.
5e67de42f862	6	endanger	לסכן	מסכנת	Careless driving <b>endangers</b> the lives of everyone on the road.	נהיגה פזיזה <b>מסכנת</b> את חייהם של כל הנוסעים בכביש.
5c829ef97eae	6	engagement	מעורבות, התחייבות; אירוסין	המחויבות	Her strong <b>engagement</b> with the charity project lasted for many years.	<b>המחויבות</b> העמוקה שלה לפרויקט הצדקה נמשכה שנים רבות.
259305eb8012	6	enormous	עצום	עצומה	The elephant was an <b>enormous</b> animal weighing several tons.	הפיל היה חיה <b>עצומה</b> ששקלה כמה טונות.
0c8a0981e078	6	ensure	להבטיח	מבטיחות	Locked doors <b>ensure</b> that nobody enters without permission.	דלתות נעולות <b>מבטיחות</b> שאף אחד לא ייכנס בלי אישור.
efc9a1a56aa9	6	enthusiastic	נלהב	נלהבת	She was so <b>enthusiastic</b> about the new project that she arrived early and stayed late.	היא הייתה כל כך <b>נלהבת</b> מהפרויקט החדש שהגיעה מוקדם ונשארה עד מאוחר.
89c0839b2905	6	entitled	זכאי	זכאים	Senior citizens are <b>entitled</b> to discounts at many stores.	אזרחים ותיקים <b>זכאים</b> להנחות בחנויות רבות.
0872642b2297	6	envelope	מעטפה	למעטפה	She put the letter in a white <b>envelope</b> carefully.	היא הכניסה את המכתב <b>למעטפה</b> לבנה בזהירות.
f052c37338b0	6	equip	לצייד	צייד	The army <b>equipped</b> soldiers with weapons and protective gear.	הצבא <b>צייד</b> את החיילים בנשק ובציוד מגן.
47cfce706ea4	6	eraser	מחק	במחק	She used an <b>eraser</b> to remove the pencil marks.	היא השתמשה <b>במחק</b> כדי להסיר את סימוני העיפרון.
1fee426b4fd7	6	establish	לייסד; לבסס	נוסדה	The company was <b>established</b> fifty years ago by two brothers.	החברה <b>נוסדה</b> לפני חמישים שנה בידי שני אחים.
e22d8ee9b288	6	evolutionary	אבולוציוני, התפתחותי	התפתחותיים	<b>Evolutionary</b> changes in animals happen over thousands of years.	שינויים <b>התפתחותיים</b> בבעלי חיים מתרחשים במשך אלפי שנים.
d80086863130	6	expose	לחשוף, להעמיד בפני	חשף	The journalist <b>exposed</b> the company's illegal business practices.	העיתונאי <b>חשף</b> את הנוהגים העסקיים הבלתי חוקיים של החברה.
297bee582913	6	facility	מתקן	מתקנים	The hospital has modern <b>facilities</b> such as clean rooms and comfortable beds.	לבית החולים יש <b>מתקנים</b> מודרניים כמו חדרים נקיים ומיטות נוחות.
a74f74d8dde5	6	fade	לדהות, לדעוך	דוהים	The colors of the old carpet <b>fade</b> in bright sunlight.	הצבעים של השטיח הישן <b>דוהים</b> באור שמש חזק.
a4f5e0159e88	6	fame	תהילה, פרסום	לתהילה	The athlete achieved <b>fame</b> after winning the championship.	הספורטאי זכה <b>לתהילה</b> לאחר שניצח באליפות.
03e8d3b83bdf	6	fancy	מפואר, מחבב; מגונדר; לחבב	העדיפה	She <b>fancied</b> spending time at the beach more than staying in the city.	היא <b>העדיפה</b> לבלות זמן בחוף הים יותר מאשר להישאר בעיר.
e4ccdec27a9b	6	faulty	לקוי, לא תקין	הלקויים	The <b>faulty</b> brakes caused the car accident last week.	הבלמים <b>הלקויים</b> גרמו לתאונת הדרכים בשבוע שעבר.
94f23265a8fe	6	favored	מועדף	המועדפת	The <b>favored</b> team won the championship easily this year.	הקבוצה <b>המועדפת</b> ניצחה באליפות בקלות השנה.
a5b8f5dba5ed	6	folk	עממי; אנשים	עממית	<b>Folk</b> music tells stories of ordinary people's lives.	מוזיקה <b>עממית</b> מספרת סיפורים על חייהם של אנשים פשוטים.
4abc84f75e29	6	for the most part	בדרך-כלל	בדרך כלל	<b>For the most part</b>, people enjoy spending time outdoors.	<b>בדרך כלל</b>, אנשים נהנים לבלות זמן בחוץ.
efaf34d57c7f	6	formulate	לנסח	מנסחים	Scientists <b>formulate</b> their theories carefully based on observations.	מדענים <b>מנסחים</b> את התיאוריות שלהם בזהירות על סמך תצפיות.
15d7b03a3347	6	fort	מצודה, מבצר	המצודה	The old <b>fort</b> protected the city from enemy attacks.	<b>המצודה</b> הישנה הגנה על העיר מפני התקפות אויב.
7b3231ae2c26	6	fortunate	בעל מזל	בת מזל	She was <b>fortunate</b> to survive the serious car accident.	היא הייתה <b>בת מזל</b> ששרדה את תאונת הדרכים הקשה.
72b4d456b44f	6	fur	פרווה	הפרווה	The rabbit's soft <b>fur</b> was warm and very fluffy.	<b>הפרווה</b> הרכה של הארנב הייתה חמה ותפוחה מאוד.
633ce9d60024	6	gamble	הימר	להמר	He decided to <b>gamble</b> all his money at the casino.	הוא החליט <b>להמר</b> את כל כספו בקזינו.
d41098749fa4	6	generous	נדיב	נדיבה	She gave a <b>generous</b> donation to the children's hospital.	היא תרמה תרומה <b>נדיבה</b> לבית החולים לילדים.
8aa7ecd54c76	6	graduate	בוגר, לסיים לימודים	תסיים את לימודיה	She will <b>graduate</b> from university next spring with honors.	היא <b>תסיים את לימודיה</b> באוניברסיטה באביב הבא בהצטיינות.
c39c559b03bb	6	guillotine	גיליוטינה	הגיליוטינה	The old <b>guillotine</b> in the museum was once used for executions.	<b>הגיליוטינה</b> הישנה במוזיאון שימשה פעם להוצאות להורג.
c3d65d725644	6	gunpowder	אבק שריפה	אבק השריפה	<b>Gunpowder</b> was invented in China and changed warfare forever.	<b>אבק השריפה</b> הומצא בסין ושינה את פני הלוחמה לתמיד.
4c5be0dddad5	6	gymnasium	אולם ספורט	באולם הספורט	The <b>gymnasium</b> has basketball courts and weight lifting equipment.	<b>באולם הספורט</b> יש מגרשי כדורסל וציוד להרמת משקולות.
9e752abf4986	6	harmless	שאינו מזיק	אינה מזיקה	The medication is <b>harmless</b> and has no serious side effects.	התרופה <b>אינה מזיקה</b> ואין לה תופעות לוואי חמורות.
e6de1fa2f655	6	hierarchy	היררכיה, מדרג	ההיררכיה	The company <b>hierarchy</b> shows who reports to whom clearly.	<b>ההיררכיה</b> בחברה מראה בבירור מי כפוף למי.
08a813238a23	6	hilarious	מצחיק	המצחיקות	His <b>hilarious</b> jokes made everyone laugh all evening long.	הבדיחות <b>המצחיקות</b> שלו גרמו לכולם לצחוק כל הערב.
33250cc0b4da	6	horrific	מזעזע, איום	האיומה	The <b>horrific</b> car crash left three vehicles crushed beyond recognition.	תאונת הדרכים <b>האיומה</b> השאירה שלושה כלי רכב מרוסקים עד בלי הכר.
e8e676a06a40	6	illustrator	מאייר	המאייר	The <b>illustrator</b> created beautiful pictures for the children's book.	<b>המאייר</b> יצר תמונות יפהפיות לספר הילדים.
ef2f01021a8d	6	imaginative	בעל דמיון עשיר, יצירתי, מלא דמיון	המלאים בדמיון	Her <b>imaginative</b> stories captured the hearts of young readers.	הסיפורים <b>המלאים בדמיון</b> שלה כבשו את ליבם של הקוראים הצעירים.
62a231ab73c3	6	immoral	לא מוסרי	לא מוסרית	He refused to engage in <b>immoral</b> behavior even for profit.	הוא סירב לנהוג בצורה <b>לא מוסרית</b> אפילו למען רווח.
ebad962961ee	6	import	לייבא	מייבאת	The company <b>imports</b> coffee beans from farms in Brazil.	החברה <b>מייבאת</b> פולי קפה מחוות בברזיל.
5007d238b6be	6	inactivity	חוסר פעילות	חוסר הפעילות	After the surgery, his <b>inactivity</b> caused his muscles to weaken quickly.	לאחר הניתוח, <b>חוסר הפעילות</b> שלו גרם לשריריו להיחלש במהירות.
a5f14a88f72b	6	inclusive	כולל	כוללת	The resort's package is <b>inclusive</b> of meals, rooms, and airport transfers.	החבילה של אתר הנופש <b>כוללת</b> ארוחות, חדרים והסעות משדה התעופה.
52c48036e9d6	6	index	מדד; מפתח (רשימת ערכים אלפביתית בסוף ספר)	המדד	The economic <b>index</b> showed consumer spending patterns improved this year.	<b>המדד</b> הכלכלי הראה שדפוסי ההוצאה הצרכנית השתפרו השנה.
e9ca42156b4d	6	indicate	להצביע על	מצביעים	Dark clouds <b>indicate</b> that rain will fall within the next few hours.	עננים כהים <b>מצביעים</b> על כך שגשם ירד בתוך השעות הקרובות.
cec0ea5633ab	6	inexpensive	לא יקר, זול	זולות	She bought <b>inexpensive</b> shoes that looked nearly identical to expensive brands.	היא קנתה נעליים <b>זולות</b> שנראו כמעט זהות למותגים יקרים.
9bd70d9df351	6	influential	רב-השפעה	רב ההשפעה	The <b>influential</b> journalist's article shaped national conversation about the policy.	המאמר של העיתונאי <b>רב ההשפעה</b> עיצב את השיח הלאומי סביב המדיניות.
035f8976d7a1	6	inject	להזריק	יזריק	The doctor will <b>inject</b> medicine into your arm to manage pain.	הרופא <b>יזריק</b> תרופה לזרוע שלך כדי לשלוט בכאב.
5eae38fd48a3	6	injure	לפצוע	פצעה	A careless tackle during the game <b>injured</b> his ankle badly.	כניסה רשלנית במהלך המשחק <b>פצעה</b> קשות את הקרסול שלו.
1172228b57fd	6	innovative	חדשני	החדשנית	Her <b>innovative</b> teaching method used tools no classroom had tried before.	שיטת ההוראה <b>החדשנית</b> שלה השתמשה בכלים שאף כיתה לא ניסתה קודם לכן.
0a836849e5de	6	insert	להכניס	הכנס	Please <b>insert</b> your credit card into the machine to withdraw money.	אנא <b>הכנס</b> את כרטיס האשראי שלך למכשיר כדי למשוך כסף.
fb016f1c6cb3	6	insist	להתעקש	תתעקש	She will <b>insist</b> on visiting her parents every weekend without fail.	היא <b>תתעקש</b> לבקר את הוריה בכל סוף שבוע בלי יוצא מן הכלל.
18f1e2f07017	6	instruction	הוראה, הדרכה	ההוראות	The <b>instruction</b> manual shows how to assemble the furniture step by step.	חוברת <b>ההוראות</b> מראה כיצד להרכיב את הרהיט צעד אחר צעד.
4bc302e8d25d	6	interest	עניין; ריבית	העניין	Her <b>interest</b> in marine biology started when she was nine years old.	<b>העניין</b> שלה בביולוגיה ימית התחיל כשהיא הייתה בת תשע.
9daa6d25b83d	6	inventor	ממציא	הממציא	The <b>inventor</b> of the smartphone changed how we communicate with people.	<b>הממציא</b> של הסמארטפון שינה את הדרך שבה אנחנו מתקשרים עם אנשים.
3ceb676ca65d	6	investing	להשקיע	משקיע	He is <b>investing</b> his savings in real estate and technology startups.	הוא <b>משקיע</b> את החסכונות שלו בנדל"ן ובסטארטאפים טכנולוגיים.
dd55e6d847b9	6	involve	לכלול, לערב	יערב	This project will <b>involve</b> all departments working together throughout the month.	הפרויקט הזה <b>יערב</b> את כל המחלקות שיעבדו יחד לאורך החודש.
4683dea5cee3	6	jog	ריצה, ג'וגינג, לרוץ	רצה	She <b>jogs</b> three miles every morning before going to work downtown.	היא <b>רצה</b> שלושה מייל כל בוקר לפני שהיא הולכת לעבודה במרכז העיר.
73c1e06c3774	6	joint	משותף; מפרק, חיבור	המשותף	The <b>joint</b> effort of both teams resulted in a successful product launch.	המאמץ <b>המשותף</b> של שתי הקבוצות הוביל להשקה מוצלחת של המוצר.
7ed5303bff83	6	joyous	שמח, עליז	השמחה	The <b>joyous</b> celebration continued late into the evening with music and dancing.	החגיגה <b>השמחה</b> נמשכה עד שעה מאוחרת בערב עם מוזיקה וריקודים.
cb4404d3a929	6	judgment	שיפוט; שיקול דעת, פסק דין	השיפוט	The court's <b>judgment</b> in the case was fair, and no one appealed.	<b>השיפוט</b> של בית המשפט בתיק היה הוגן, ואף אחד לא ערער.
2f366707aa37	6	just	מדויק, אמיתי; רק, בלבד; צודק, הוגן	בדיוק	The timing has to be <b>just</b> right for this card trick to work.	התזמון חייב להיות מדויק <b>בדיוק</b> כדי שתעלול הקלפים הזה יעבוד.
c0819a8d7e1e	6	lane	נתיב, מסלול	במסלול	Stay in your <b>lane</b> on the highway to avoid accidents and collisions.	הישאר <b>במסלול</b> שלך בכביש המהיר כדי להימנע מתאונות והתנגשויות.
29f90a2cc814	6	launch	לשגר, להוציא לדרך; להשיק, להתחיל	תשגר	The space agency will <b>launch</b> the rocket into orbit tomorrow morning.	סוכנות החלל <b>תשגר</b> את הרקטה למסלול מחר בבוקר.
70ca3fb42ce7	6	legalize	להפוך חוקי, לאשר	יהפוך לחוקי	The new law will <b>legalize</b> online sales of homemade baked goods.	החוק החדש <b>יהפוך לחוקי</b> את המכירה המקוונת של מאפים ביתיים.
7897d53de8d7	6	lengthy	ארוך, מייגע	הארוך	The <b>lengthy</b> speech bored most of the audience in the large auditorium.	הנאום <b>הארוך</b> שיעמם את רוב הקהל באולם הגדול.
f6bcd21f74e7	6	limitation	מגבלה	המגבלה	His physical <b>limitation</b> prevented him from competing in the sports tournament.	<b>המגבלה</b> הפיזית שלו מנעה ממנו להתחרות בטורניר הספורט.
b78960a386da	6	linguistic	לשוני	הלשוניים	The <b>linguistic</b> differences between English and Mandarin are quite significant overall.	ההבדלים <b>הלשוניים</b> בין אנגלית למנדרינית משמעותיים למדי בסך הכול.
32fe02354feb	6	literal	מילולי, כפשוטו	המילולית	His <b>literal</b> interpretation of the joke confused everyone who heard it.	הפרשנות <b>המילולית</b> שלו לבדיחה בלבלה את כל מי ששמע אותה.
906bf2fcc15e	6	loudspeaker	רמקול	ברמקול	The <b>loudspeaker</b> announcement told everyone to evacuate the building immediately.	ההכרזה <b>ברמקול</b> אמרה לכולם לפנות את הבניין באופן מיידי.
0049b9835abb	6	luggage	מזוודות	המזוודות	We packed our <b>luggage</b> carefully to fit everything in the small airplane.	ארזנו את <b>המזוודות</b> שלנו בזהירות כדי שהכול ייכנס למטוס הקטן.
cdf2a5b8c5a4	6	lyric	מילות שיר; לירי	מילות השיר	This beautiful <b>lyric</b> expresses deep sadness about losing someone he loved.	<b>מילות השיר</b> היפות האלה מבטאות עצב עמוק על אובדן מישהו שהוא אהב.
ba2b52cadcf4	6	magnificent	מפואר, נהדר, מרהיב	המפוארת	The <b>magnificent</b> architecture of the palace amazed every visitor who saw it.	האדריכלות <b>המפוארת</b> של הארמון הדהימה כל מבקר שראה אותה.
e5262c488a0a	6	mailman	דוור	הדוור	The <b>mailman</b> delivers letters and packages to each house on this street.	<b>הדוור</b> מחלק מכתבים וחבילות לכל בית ברחוב הזה.
ad1570797a45	6	mandate	מנדט, ייפוי כוח; לחייב	המנדט	The government's <b>mandate</b> requires all businesses to follow the new safety rules.	<b>המנדט</b> של הממשלה מחייב את כל העסקים לפעול לפי כללי הבטיחות החדשים.
3e3cc4580825	6	manner	התנהגות, אופן	האופן	His rude <b>manner</b> of speaking offended several people at the meeting.	<b>האופן</b> הגס שבו דיבר פגע בכמה אנשים בפגישה.
5586745007c9	6	marine	ימי	ימיים	Dolphins and whales are examples of <b>marine</b> animals living in the ocean.	דולפינים ולווייתנים הם דוגמאות לבעלי חיים <b>ימיים</b> החיים באוקיינוס.
4df1fea207ec	6	mathematician	מתמטיקאי	המתמטיקאי	The brilliant <b>mathematician</b> solved the complex equation in under an hour.	<b>המתמטיקאי</b> המבריק פתר את המשוואה המורכבת בפחות משעה.
8ed83f29c582	6	mayor	ראש עיר	ראש העיר	The <b>mayor</b> announced new funding for schools and public transportation systems.	<b>ראש העיר</b> הכריז על מימון חדש לבתי ספר ולמערכות תחבורה ציבורית.
a5523cee77d8	6	migrate	לנדוד, להגר	מהגרות	Birds <b>migrate</b> south every winter to find warmer climates and food.	ציפורים <b>מהגרות</b> דרומה מדי חורף כדי למצוא אקלים חם יותר ומזון.
dd9d85759763	6	migration	הגירה; נדידה	הגירת	The <b>migration</b> of millions of workers to cities changed the country's economy.	<b>הגירת</b> מיליוני עובדים לערים שינתה את כלכלת המדינה.
3ada06a5ea7f	6	minority	מיעוט	המיעוט	The <b>minority</b> opinion was heard but ultimately rejected by the committee.	דעת <b>המיעוט</b> נשמעה אך בסופו של דבר נדחתה על ידי הוועדה.
0a9eaa1112af	6	monk	נזיר	הנזיר	The <b>monk</b> spent his entire life in prayer within the monastery walls.	<b>הנזיר</b> בילה את כל חייו בתפילה בין כותלי המנזר.
28661f95770f	6	mountainside	מדרון	המדרון	Goats climbed the steep <b>mountainside</b> searching for grass and water sources.	עיזים טיפסו על <b>המדרון</b> התלול בחיפוש אחר עשב ומקורות מים.
e7ff2d6d7664	6	narcotic	סם	לסמים	Doctors must limit <b>narcotic</b> prescriptions to prevent addiction in their patients.	רופאים חייבים להגביל מרשמים <b>לסמים</b> כדי למנוע התמכרות אצל המטופלים שלהם.
1c66603c7f42	6	narrative	סיפור, נרטיב	הסיפור	Her <b>narrative</b> account of the accident helped police understand what happened.	<b>הסיפור</b> שלה על התאונה עזר למשטרה להבין מה קרה.
dfc452eb2d4c	6	noble	אציל, אצילי	האצילי	His <b>noble</b> act of donating his bone marrow saved a stranger's life.	המעשה <b>האצילי</b> שלו לתרום מח עצם הציל את חייו של זר.
4b47bb291e76	6	nominated	מועמד	כמועמדת	She was <b>nominated</b> for the award because of her groundbreaking research work.	היא הוצעה <b>כמועמדת</b> לפרס בזכות עבודת המחקר פורצת הדרך שלה.
4a0d2fa1829b	6	novel	רומן, סיפור; חדש	הרומן	The <b>novel</b> explores themes of identity and belonging throughout its narrative.	<b>הרומן</b> חוקר נושאים של זהות ושייכות לאורך כל העלילה.
8ade8a567d98	6	objection	התנגדות	ההתנגדות	His <b>objection</b> to the plan was reasonable and based on solid evidence.	<b>ההתנגדות</b> שלו לתוכנית הייתה סבירה והתבססה על ראיות מוצקות.
f167b9ef8385	6	occasion	אירוע, סיבה, הזדמנות	האירוע	The <b>occasion</b> of his retirement brought colleagues together to celebrate his career.	<b>האירוע</b> של פרישתו לגמלאות אסף את עמיתיו לחגוג את הקריירה שלו.
719a0e56b33d	6	occur	קרה, התרחש	מתרחשות	Earthquakes <b>occur</b> frequently in California due to its position on fault lines.	רעידות אדמה <b>מתרחשות</b> לעיתים קרובות בקליפורניה בשל מיקומה על קווי שבר.
b4a8ddc0b4bf	6	octopus	תמנון	לתמנון	The <b>octopus</b> has eight tentacles that it uses to hunt for food.	<b>לתמנון</b> יש שמונה זרועות שבהן הוא משתמש כדי לצוד מזון.
e0d52651e967	6	old-fashioned	מיושן	המיושנת	Her <b>old</b>-fashioned dress reminded everyone of fashion styles from fifty years ago.	השמלה <b>המיושנת</b> שלה הזכירה לכולם סגנונות אופנה מלפני חמישים שנה.
a42784aad9cb	6	once in a while	מידי פעם	מדי פעם	I eat fast food <b>once in a while</b> when I am busy.	אני אוכל אוכל מהיר <b>מדי פעם</b> כשאני עסוק.
506dc4dc854b	6	onion	בצל	הבצל	She chopped the <b>onion</b> into small pieces for the salad mixture.	היא קצצה את <b>הבצל</b> לחתיכות קטנות לתערובת הסלט.
ee03a75c8a48	6	oppose	להתנגד ל-, להתייצב נגד	תתנגד	The community will <b>oppose</b> any plan to close the local school.	הקהילה <b>תתנגד</b> לכל תוכנית לסגור את בית הספר המקומי.
70775ded4b02	6	orchestrate	לתאם, לתזמר	תיאמה	She <b>orchestrated</b> dozens of moving parts to pull off the surprise party perfectly.	היא <b>תיאמה</b> עשרות גורמים כדי להוציא לפועל את מסיבת ההפתעה בצורה מושלמת.
92afdb5212e4	6	organ	אורגן (כלי נגינה); איבר	באורגן	He learned to play the <b>organ</b> at the old church.	הוא למד לנגן <b>באורגן</b> בכנסייה הישנה.
835a6b4ada49	6	outdated	מיושן	מיושנים	Those computer models are now <b>outdated</b> and can't run modern software.	דגמי המחשבים האלה <b>מיושנים</b> כעת ואינם יכולים להריץ תוכנה מודרנית.
b770d1192788	6	palm	דקל; כף יד	הדקל	The <b>palm</b> trees swayed gently in the warm tropical breeze.	עצי <b>הדקל</b> התנדנדו בעדינות ברוח הטרופית החמה.
ac777b52bd6d	6	parenting	הורות	ההורות	Her <b>parenting</b> style focused on setting clear limits while showing her kids warmth.	סגנון <b>ההורות</b> שלה התמקד בקביעת גבולות ברורים תוך הפגנת חום כלפי ילדיה.
2ae06662fa53	6	particular	מסוים, ספציפי; מיוחד; (about) קפדן, בררן	מסוימת	Is there a <b>particular</b> restaurant you'd like to try tonight?	יש מסעדה <b>מסוימת</b> שהיית רוצה לנסות הערב?
22cfa270e4da	6	patrol	סיור; לסייר	מסיירים	Police officers <b>patrol</b> the downtown area every night for safety.	שוטרים <b>מסיירים</b> באזור מרכז העיר כל לילה למען הביטחון.
d09aab253a9b	6	permit	אישור, רישיון; להרשות, להתיר	מתירים	The new rules do not <b>permit</b> smoking in any workplace.	החוקים החדשים אינם <b>מתירים</b> עישון בשום מקום עבודה.
fe511ca909c1	6	phase	שלב, דרגה	בשלב	The project is now in the final <b>phase</b> of development.	הפרויקט נמצא כעת <b>בשלב</b> האחרון של הפיתוח.
2039d12e6733	6	physicist	פיזיקאי	הפיזיקאי	The <b>physicist</b> conducted an experiment to test his revolutionary theory.	<b>הפיזיקאי</b> ערך ניסוי כדי לבחון את התיאוריה המהפכנית שלו.
d3aeac631126	6	plot	עלילה; חלקה (חלקת אדמה); להכין תרשים; לזמום, לקשור קשר	העלילה	The mystery novel's complex <b>plot</b> kept readers guessing until the end.	<b>העלילה</b> המורכבת של רומן המתח גרמה לקוראים לנחש עד הסוף.
5341c99be323	6	polish	פולני; להבריק, לצחצח	הפולנית	The <b>Polish</b> embroidery featured intricate patterns passed down through generations.	הרקמה <b>הפולנית</b> כללה דוגמאות מורכבות שעברו מדור לדור.
e7369ed57fd6	6	possession	רכוש, בעלות; חזקה	ברשותו	His most valuable <b>possession</b> was the antique watch from his grandfather.	הדבר היקר ביותר שהיה <b>ברשותו</b> היה השעון העתיק שקיבל מסבו.
adc23a0872ec	6	poverty	עוני	בעוני	Many families lived in <b>poverty</b> without access to clean water.	משפחות רבות חיו <b>בעוני</b> ללא גישה למים נקיים.
84aefdfafd6d	6	praise	לשבח	שיבח	The coach <b>praised</b> the team for their hard work and dedication.	המאמן <b>שיבח</b> את הקבוצה על העבודה הקשה והמסירות שלה.
3e75c4184d54	6	precise	מדויק	מדויקות	We need <b>precise</b> measurements to build this cabinet correctly.	אנחנו צריכים מדידות <b>מדויקות</b> כדי לבנות את הארון הזה כראוי.
9335d1415368	6	preferable	עדיף	עדיפים	Fresh vegetables are <b>preferable</b> to frozen ones for making healthy meals.	ירקות טריים <b>עדיפים</b> על קפואים להכנת ארוחות בריאות.
07852260b8d5	6	prevention	מניעה	מניעת	Crime <b>prevention</b> requires both community involvement and effective policing.	<b>מניעת</b> פשיעה דורשת גם מעורבות קהילתית וגם שיטור יעיל.
f04b20caf7ca	6	procedure	הליך, נוהל	ההליך	Follow the correct <b>procedure</b> when operating this heavy machinery.	יש לעקוב אחר <b>ההליך</b> הנכון בעת הפעלת המכונה הכבדה הזו.
