בחר	קטגוריה	מילה	הסיבה שלא נכנסה	מה מכסה אותה	יחידה בישן	פירוש בישן	רישיון	מקור ההוכחה
	אולי · לא נבדקה	אַגַּב אוֹרְחָא	המשמעות ("דרך אגב") שכיחה ומוכרת לכל, אך הניסוח הארמי הייחודי עצמו פחות מוכר; ספק אם שווה כפריט נפרד		8	דרך אגב	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	אַחֲרִית	אפילוג (הקרוב) הוא מונח ספרותי ספציפי, בעוד אחרית היא מילה מופשטת (גורל/סוף); "אחרית דבר" במשפחה מכסה רק את הצירוף הספציפי		8	קץ, סוף, סיום	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הֵחִישׁ (אֶת) צְעָדָיו / פְּעָמָיו	האיץ קרוב מאוד במשמעות, אך זהו ניב ספציפי (צעדיו/פעמיו) שראוי להיבחן כפריט נפרד לפי כלל הניבים		8	הגביר את קצב הליכתו, מיהר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הֶחְרִישׁ	חרישי (במשפחה) קרוב בשורש ובמשמעות (שקט), אך החריש הוא פועל דו-משמעי (שתק/השתיק) שאינו נגזר מאליו מהתואר		8	שתק, נאלם, דמם; השתיק, גרם לדממה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִרְכִּין	רכן (במשפחה) כמעט נרדף; ההבדל בעיקר תחבירי (פועל עומד מול פועל יוצא) ולא סמנטי מובהק		8	כפף, הטה כלפי מטה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מְבֻדָּר	מילה מדוברת-סלנגית נפוצה יחסית ("מבודר"=מבולבל/מפוזר); ספק אם מתאימה לרמת מבחן פסיכומטרי		8	מפוזר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	קֶרֶן יַעַר	שם כלי נגינה ספציפי; ספק אם זהו אוצר-מילים ספרותי-מופשט המתאים למבחן או ידע כללי/טריוויה		8	כלי נשיפה ממתכת	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	אוֹטוֹרִיטָה	מילה שאולה שכיחה יחסית; קרובה מושגית לבקיאות (הידע המוביל לסמכות) אך אינה זהה (הסמכות עצמה)		9	סמכות הנובעת מידע בתחום מסוים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הֶעֱרָה	חלק מהמשמעות ("שפך") חופף ל-יצק, אך המובן "גילה/חשף/עירטל" אינו מכוסה כלל		9	גילה, חשף, עירטל; יצק, שפך, רוקן כלי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מוּפְשָט	ספק אם שכיחה מדי (הזוג מוחשי/מופשט נלמד כבר בבי"ס), וגם חפיפה חלקית עם "נטול" (נטול חומריות)		9	ערטילאי, נטול גשמיות (להיפך: מוחשי)	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַעֲקָשׁ	"מכשול" מכוסה חלקית ע"י משוכה, אך המשמעות הנוספת (מפותל, לא ישר) לא מכוסה		9	מכשול, סיבוך; מפותל, שאינו מישורי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מִתְוֶוה	המילה שכיחה יחסית בעברית עיתונאית (מתווה הסכם/גז) - ספק אם קשה מספיק; גם "קנה מדה" שונה במשמעות		9	שרטוט או רישום בקווים כלליים, סקיצה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	נִקְהַל	ניתן לשער מהשורש הנפוץ קהל/קהילה - ספק אם אטומה מספיק, אין מועמד אמיתי		9	נקבץ, נאסף	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	צָבָא	חפיפה חלקית - "נקוה" מתייחס בעיקר לנוזלים שהצטברו, "צבא" (התאסף) רחב יותר		9	התאסף, התקהל	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	קוֹלֶגָה	ספק אם שכיחה מדי (מונח תעסוקתי נפוץ, לא בטוח שכל תלמיד תיכון מכיר)		9	חבר למקצוע, עמית	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	קָם	"הקיץ" מכסה רק את משמעות ההתעוררות, לא את המשמעות המרכזית "אויב" (קם עלינו)		9	אויב; נבנה, יוסד; התעורר, פקח עינים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	רָצַע	חפיפה גדולה במשמעות "עשה חור" מול קדח, אך יש ניואנס בכלי (מרצע-ניקוב מול מקדח-קידוח)		9	עשה חור (מַרְצֵע - מכשיר לניקוב חורים)	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	שְׁרִירוּת	"הסב" לא רלוונטי; חשד לחפיפה עם "שרירות לב" שכבר במשפחה בחדש, לא ניתן לוודא בלי הגדרתו		9	נהייה אחר רצון אישי בלי התחשבות בכללים או באחרים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	שְׁרִירוּתִי	דומה - עלולה להיות נגזרת של "שרירות לב" שכבר בחדש; גם "חפוז" אינו מדויק כמועמד		9	נעשה מתוך גחמה, בלי אמת מידה הוגנת או נימוק סביר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	אִיּוּשׁ	יתכן מונח מנהלי/ביורוקרטי צר (איוש משרות/תקנים); חפיפה עם "הקהיל" חלקית בלבד		10	הצבת אנשים במקום מסוים על מנת שיבצעו מטלה מסוימת	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	אָקוּטִי	שכיחה יחסית בעברית עיתונאית/רפואית (מצב אקוטי) - ספק אם אטומה מספיק		10	חריף, חמוּר, דחוף, קריטי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	גַשְׁמִי	חפיפה מושגית חלקית עם "קרם עור וגידים" (תהליך של התממשות, לא תואר מצב); גם שכיחה למדי (ניגוד גשמי/רוחני)		10	שניתן לתפיסה בעזרת החושים, חומרי, מוחשי, ממשי, ארצי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הֵחִיל	מונח משפטי-מנהלי (הפעיל חוק/תקנה) - ספק אם צר מדי למבחן כללי		10	העניק תוקף לחוק או תקנה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִמְצִיא	המשמעות הרווחת (יצר דבר חדש) שכיחה מדי; המשמעות הארכאית (מסר, הגיש) חופפת חלקית בלבד ל"הלשין"		10	יצר או הגה דבר חדש; מסר או הגיש דבר לידי אחר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִתְנוֹדֵד	חפיפה משמעותית עם "הדס" (נענוע מצד לצד), אך הדס ספציפי להליכה ואילו התנודד כללי יותר (גם עמידה/תזוזה)		10	נע מצד לצד בחוסר יציבות	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חָמָס	חפיפה ממשית עם "עשק" (שניהם כוללים "גזל" בהגדרה), אך חמס כללי יותר (אלימות/עוול)		10	שוד, גניבה, גזל	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	כִּתֵּר	הגדרות דומות מילולית (שתיהן "הקיף"), אך אפף להקשר רגשי/מופשט וכיתר בעיקר להקשר פיזי/צבאי		10	הקיף מכל הצדדים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַבְכִּירָה	קרבה למשפחת "בכר" (בכור) שכבר בחדש - יתכן נגזרת מובנת, אך גם מונח חקלאי/מקראי צר (ביכור נקבה)		10	אישה או בהמה המביאה לעולם את צאצאה הראשון (הבכור)	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	מַדְוֶה	חפיפה חלקית ("ייסורים" משותף), אך מדווה מדגיש מחלה/חולי גופני ומכאוב מדגיש כאב/צער		10	מחלה, חולי, כאב, ייסורים	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	מַהֲדִיר	מונח ספרותי-אקדמי צר יחסית (עורך מהדורות טקסט) - ספק אם מקצועי מדי למבחן כללי		10	מי שמכין כתב יד או ספר עתיק לדפוס, משווה נוסחים ומוסיף הערות	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	מִלְטָשָׁה	יתכן נגזרת שקופה מ"לטש" (בתבנית מ___ה כמו מספרה), אך גם מונח מקצועי צר (בית מלאכה לליטוש)		10	בית מלאכה לליטוש שיש, אבני חן וכו'	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַתְמִיהַּ	משמעות אחת (מעורר פליאה) קרובה ל"השתאות", אך המשמעות הנוספת (מוזר, תמוה) לא מכוסה		10	מעורר פליאה, מדהים; מוזר, תמוה	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	פָּג	חפיפה מושגית אמיתית (איבוד כוח/תוקף) עם "נטל עקצו", אך זה ספציפי ל"עוקץ" ופג כללי יותר		10	אבד את כוחו או את תוקפו, חלף והתאדה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	פֶּרְמָנֶנְטִי	חולק בתוקף על הסיווג המכני - "ארעי" (זמני) הוא ההפך ממש מ"פרמננטי" (קבוע); אך המילה שכיחה למדי כלוואי-מילה		10	קבוע	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	שִׁעוּר	חפיפה חלקית עם "זרת" (יחידת מידה קטנה וספציפית), שיעור רחב יותר (מידה כללית); גם חשש לבלבול עם המשמעות הנפוצה "שיעור לימוד"		10	גודל, מידה	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	עֲבוֹתוֹת	וריאנט/צורת קרובה של עבת שכבר בחדש (שניהם מהשורש עב"ת, עניינם סמיך ומעובה)	עבת	7	חבלים עבים	🟢 נקי	ויקינתונים (CC0) · עבות=L215880
	לא שווה · הוכרעה	נוֹטֵר טִינָה	"נוטר" בחדש מוגדר במפורש כ"שומר כעס בליבו" — אותה משמעות בדיוק כבר קיימת.	נוטר	1	לא סולח, שומר כעס	🟢 נקי	ויקינתונים (CC0) · נטר=L214451 · טינה=L211390
	לא שווה · הוכרעה	שׁוֹבֵב אֶת נַפְשׁוֹ	המשמעות (עודד, דרבן) זהה מילה במילה להגדרת "אמץ את ידיו" שכבר בחדש	אמץ את ידיו	5	עודד אותו, דרבן אותו	🟢 נקי	ויקינתונים (CC0) · שובב=L219261 · נפש=L214889
	לא שווה · הוכרעה	נִכְמַר לִבּוֹ	וריאנט כמעט זהה ל"נכמרו רחמיו" שכבר בחדש (לפי שדה המשפחה), וגם מכוסה ע"י "חס"	נכמרו רחמיו / חס	9	ריחם, חס	🟢 נקי	ויקינתונים (CC0) · נכמר=L214647 · לב=L65885
	לא שווה · הוכרעה	סוּרֵיאָלִיסְטִי	שכיחה מאוד בשיח היומיומי ("זה היה סוריאליסטי"), מוכרת לכל תלמיד תיכון	-	10	לא מציאותי	🟡 נחלת הכלל בשפת המקור	ויקיטקסט הצרפתי · נחלת הכלל · Les Mamelles de Tirésias · גיום אפולינר, 1917
	לא שווה · הוכרעה	הִכְחִישׁ	שכיח מאוד בשימוש יומיומי ובחדשות ("הכחיש את הטענות"), מוכר לכל תלמיד תיכון.	שכיחות גבוהה מדי — מונח חדשותי נפוץ	1	טען שמשהו אינו נכון, שלל	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	הִפְלִיא בּוֹ אֶת מַכּוֹתָיו	וריאנט כמעט זהה ("הפליא את מכותיו") מופיע ממש בעמודת המשפחה בחדש.	הפליא את מכותיו	1	הִכָּה אותו	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	גָּדַש אֶת הַסְּאָה	וריאנט כמעט זהה ("הגדיש את הסאה") מופיע ממש בעמודת המשפחה בחדש.	הגדיש את הסאה	2	הפריז והרחיק לכת עד שעבר את גבול הנסבל	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	לא שווה · הוכרעה	הִטְלִיא	נגזרת שקופה של "טלאי" הקיים בחדש — מי שמכיר "טלאי" מבין את הפועל "לתקן בטלאי".	טלאי	2	תיקן קרע בבגד על ידי טלאי	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מוּמָר	נגזרת שמנית שקופה של "המיר" הקיים, המוגדר בחדש עם אותה דוגמה בדיוק ("המיר את דתו").	המיר	2	מי שהמיר את דתו	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מְטֻלָּא	נגזרת שקופה של "טלאי" הקיים בחדש — מי שמכיר "טלאי" מבין תואר "מתוקן בטלאי".	טלאי	2	מתוקן בטלאי, שניתן עליו טלאי במקום הקרע	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	קָפַץ אֶת יָדוֹ	וריאנט כמעט זהה ("קפץ ידו") מופיע ממש בעמודת המשפחה בחדש.	קפץ ידו	2	סרב לתת	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	שָׁלַט בְּרוּחוֹ	"משל ברוחו" הקרוב הוא אותו ניב ממש באותה משמעות בדיוק ("ריסן את עצמו"), רק עם פועל נרדף (משל/שלט).	משל ברוחו	2	ריסן את עצמו, התאפק	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	לא שווה · הוכרעה	תּוֹחֶלֶת חַיִים	ביטוי שכיח ומוכר לכל ("תוחלת חיים" בהקשר בריאותי-ביטוחי), ו"תוחלת" עצמה כבר מופיעה בחדש.	תוחלת / שכיחות גבוהה מדי	2	משך הזמן שאדם (או מכשיר או ארגון) צפויים להתקיים	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	אוֹבְּיֶקְטִיבִי	מונח יסודי הנלמד בגיל צעיר (אובייקטיבי מול סובייקטיבי), מוכר לכל תלמיד תיכון.	שכיחות גבוהה מדי	3	ענייני, שאינו מושפע מדעות או העדפות אישיות	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	הוֹגִיעַ	זהה ל"יגע" הקיים (עייף) בתוספת בניין הפעיל שקוף (עייף מישהו)	יגע (+ הפעיל שקוף)	3	עייף	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	הִזְלִיף	זהה במשמעות ל"הזה" הקיים (התזת טיפות נוזל); גם "זלף" כבר במשפחת החדש	הזה	3	התיז נוזל, טפטף	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	הִתְקַנֵּא	שכיחה מדי - "קנא/מקנא" מילה בסיסית שכל תלמיד מכיר	שכיחות יתר	3	התחיל לקנא	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	כִּיכָּר	המשמעויות העיקריות (כיכר-רחבה, כיכר-לחם) שכיחות מדי ומוכרות לכל תלמיד; רק המשמעות הארכאית (יחידת משקל) לא שכיחה אך משנית וטריוויאלית	שכיחות יתר	3	רחבה ציבורית או מעגל תנועה; לחם עגול שלם; יחידת משקל עתיקה; מישור נרחב (___ הירדן)	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	כְּלִימָה	"חרפה" כבר בחדש עם משמעות זהה (בושה/קלון); כלימה כמעט נרדפת מוחלטת	חרפה	3	בושה	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מַחֲלוֹקֶת	שכיחה מדי - "מחלוקת" מילה בסיסית שגורה בשימוש יומיומי	שכיחות יתר	3	מריבה, חילוקי דעות	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מַטְפֶּה	אובייקט יומיומי ומוכר (מטף כיבוי אש) - שכיח מדי ולא מונח מבחן טיפוסי	שכיחות יתר / מונח קונקרטי מוכר	3	מיכל לכיבוי אש, מַטָף	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מְיוֹעָר	נגזרת שקופה מ"יער" (מילה בסיסית) בתבנית שגורה (מ+שם עצם=מכוסה ב-); "מנמר" התאמה שגויה	יער (נגזרת שקופה)	3	מכוסה יער	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	לא שווה · הוכרעה	מַקְצֵרָה	מונח טכני-חקלאי צר (מכונת קצירה) - טרמינולוגיה מקצועית ולא מילת מבחן כללית	מונח מקצועי צר	3	מכונה חקלאית המשמשת לקצירת יבולי דגנים	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	מַתְבֵּן	נגזרת שקופה מ"תבן" (מקום אחסון תבן); גם "אסם" כבר מכסה מושג קרוב מאוד (מחסן תבואה)	אסם / תבן (נגזרת שקופה)	3	מחסן תבן, אסם	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	נִלְאֶה	כמעט זהה במשמעות ל"יגע" הקיים (עייף, תשוש) - נרדף מובהק	יגע	3	עייף, תשוש	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	נְמוּך רוּחַ	זהה במשמעות ל"ענו" הקיים (צנוע, עניו) - נרדף מובהק	ענו	3	צנוע, עניו	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	נָצַר אֶת לְשׁוֹנוֹ / פִּיו	הניב הזהה כמעט מילה במילה ("נצר לשונו") כבר קיים בחדש (במשפחה); וריאנט של אותו ביטוי	נצר לשונו (כבר בחדש)	3	השתתק, לא הוציא הגה	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	עִישֵּׂב	נגזרת שקופה ומיידית מ"עשבים שוטים" הקיים בחדש (עישב = הסיר עשבים שוטים)	עשבים שוטים	3	עקר מן האדמה צמחי בר מזיקים שגדלו בין הגידולים	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	עֲקַלְקָל	זהה במשמעות ובשורש ל"עקלתון" הקיים (מפותל, לא ישר) - נרדף מובהק מאותו שורש	עקלתון	3	שאינו ישר, מפותל	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	קוֹצֶר רוּחַ	נגזרת שקופה מהניב "קצרה רוחו" הקיים בחדש - קוצר רוח הוא שם העצם של אותו ביטוי בדיוק	קצרה רוחו	3	חוסר (קצר ב) סבלנות; (גם: קצר רוח)	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	קִנְטֵר	אותו שורש ואותה משמעות בדיוק כמו "הקניט" הקיים (הרגיז בעקיצות) - שתי בניינים לאותו פועל	הקניט	3	לגלג, הרגיז	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	תִּיעוּב	אותו שורש ומשמעות קרובה מאוד ל"נתעב" הקיים - שם התחושה לעומת שם התואר של אותו שורש, קשר שקוף	נתעב	3	סלידה, מאיסה	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	תִּפְרַחַת	מונח בוטני-מקצועי צר (תפרחת=אשכול פרחים) - טרמינולוגיה מדעית ספציפית, לא מילת מבחן כללית	מונח מקצועי צר	3	מספר פרחים המחוברים יחדיו לאותו הגבעול, אשכול	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	אֵיכָה?	וריאנט ארכאי-שירי של המילה הבסיסית "איך" (מילת שאלה יומיומית) - אינה מילת מבחן אמיתית	איך (וריאנט ארכאי)	4	איך? הכיצד?	🟢 נקי	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)
	לא שווה · הוכרעה	הַדְלִיף	הרחבה מטאפורית שקופה מ"דלף" (דליפת מים) הקיים במשפחה - אותה מטאפורה כמו באנגלית "leak", מיידית לניחוש	דלף (הרחבה מטאפורית שקופה)	4	גילה למישהו דבר שהיה אמור להישאר חסוי	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	הִקָּווּת	אותו שורש ומשמעות זהה ל"נקווה" הקיים (התכנסות מים במקום) - שם הפעולה של אותו תיאור בדיוק	נקווה	4	היאספות של מים במקום מסוים (מקווה מים)	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	הִסְבִּיר פָּנִים	הניב הזהה כמעט לחלוטין ("הסביר לו פנים") כבר קיים בחדש (במשפחה) - וריאנט תחבירי; "זעוף" אף הפוך במשמעות	הסביר לו פנים (וריאנט)	4	האיר פנים, התנהג בצורה נחמדה	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	הִקְשָה אֶת לִיבּוֹ / עָרְפּוֹ	הניב זהה כמעט לחלוטין לניב "הקשה ערפו" הקיים בחדש (אותה הגדרה כמעט מילה במילה) - וריאנט	הקשה ערפו (וריאנט זהה)	4	התעקש, לא וויתר, המשיך לסרב	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	חִיבּוּץ	נגזרת שקופה של אותו מושג כמו "מחבצה" הקיימת (הכלי) - חיבוץ הוא הפעולה שנעשית בו; קשר ישיר ומיידי	מחבצה	4	תהליך הכנת חמאה מחלב או משמנת על ידי בחישה וטלטול	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	לא שווה · הוכרעה	חֶנְוָנִי	שכיחה יחסית - "חנווני" נגזר ישירות מ"חנות" (מילה בסיסית) ומוכר לרוב הציבור; "אנין" התאמה שגויה בכל מקרה	שכיחות יתר	4	בעל מכולת	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	טַרְחָן	נגזרת שקופה מ"טרח" (השורש, במשפחת החדש) בתבנית שם-פועל רגילה (טרח→טרחן, כמו שקרן/רכלן); "התקשט בנוצות זרים" אינו קשור כלל	טרח (נגזרת שקופה)	4	טרדן, נודניק, אדם שמטריח אחרים	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	יָרֵא	אותו שורש בדיוק כמו "מורא" הקיים במשפחה - ירא הוא הצורה התיאורית (מפחד) לעומת מורא (הפחד עצמו); קשר ישיר ושקוף	מורא (אותו שורש, נגזרת ישירה)	4	פוחד, מבועת	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	כְרוֹנוֹלוֹגִי	מילה בינלאומית שאולה (יוונית), מוכרת ושקופה למרבית הציבור מהאנגלית/מהחינוך הכללי; שכיחה מדי כמילת מבחן	שכיחות יתר / מילה בינלאומית שקופה	4	ערוך בסדר זמנים עוקב	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	כִּתֵּת אֶת רַגְלָיו	הניב הזהה כמעט לחלוטין ("כתת רגליו") כבר קיים בחדש (במשפחה) - וריאנט תחבירי (עם/בלי "את")	כתת רגליו (וריאנט זהה)	4	הלך הרבה	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	לַהַב	שכיחה יחסית - "להב" (סכין/חרב) מילה קונקרטית מוכרת לרוב הציבור; "אבחה" עוסקת בתנועת חיתוך ולא באובייקט הפיזי, אך זה משני לשכיחות המילה	שכיחות יתר	4	החלק החד של כלי חיתוך, סכין, פגיון, חרב	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מַעֲטֶה	נגזרת שקופה של "עטה" (לבש/כיסה) שכבר בחדש; מי שיודע "עטה" מבין ש"מעטה" הוא כיסוי.	עטה	4	כיסוי, כְּסוּת, מעטֶפֶת	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מְפַעְפֵּעַ	צורת בינוני של אותו הפועל "פעפע" שכבר בחדש — אותו מובן בדיוק, נטייה שונה בלבד.	פעפע	4	מחלחל, חודר; מעלה בועות, משמיע רחש של מים רותחים, מבעבע	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	מַקְרֵן	שכיחה מדי — "מקרן" ככלי הקרנה מוכר לכל תלמיד תיכון.	שכיחה מדי, מילה בסיסית	4	מכשיר המטיל תמונות או שקופיות על מסך או קיר; גוף חימום המקרין חום, רדיאטור	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	מִשְׁתָּלָה	שכיחה מדי — "משתלה" כמקום גידול שתילים מוכרת לכל אדם.	שכיחה מדי, מילה בסיסית	4	מקום בו מגדלים ומוכרים שתילים	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	נַיָּח	שכיחה מדי — מוכרת היטב מ"טלפון נייח" בשימוש יומיומי; גם ה"קרוב בחדש" (נוד) בעל מובן כמעט הפוך ולא רלוונטי.	שכיחה מדי, מילה בסיסית	4	קבוע, מקובע, שאינו נייד, לא ניתן להזיזו ממקום למקום	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	נִקְלֶה	אותה משמעות בדיוק (אדם בזוי וחסר ערך) כמו "חדל אישים" — ההגדרות כמעט זהות מילה במילה.	חדל אישים	4	בזוי, נחות, בעל ערך נמוך	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	סוֹאֵן	"הומה" מוגדר גם הוא במפורש כ"רועש, סואן" — אותה משמעות בדיוק, לא רק חפיפה.	הומה	4	רועש	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	סִמְטָה	שכיחה מדי — מילה בסיסית ומוכרת לכל תלמיד תיכון.	שכיחה מדי, מילה בסיסית	4	רחוב צדדי וצר	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	סַף	שכיחה מדי — מילה בסיסית בשימוש נרחב ("סף העוני", "על סף מלחמה").	שכיחה מדי, מילה בסיסית	4	האדן התחתון של פתח, שעליו פוסעים בכניסה; הערך הנמוך ביותר שממנו מתחילה תופעה	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	פִּסְגָּה	שכיחה מדי — מילה בסיסית ("פסגת ההר", "פסגת קריירה").	שכיחה מדי, מילה בסיסית	4	החלק הגבוה ביותר בהר	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	פְּרִימָה	נגזרת ישירה של "פרם" שכבר בחדש, אותו מובן בדיוק של התרה/פירוק תפרים.	פרם	4	התרת קשרים	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	רִיק	שכיחה מדי — מילה בסיסית ("ריק"=ריק, מוכרת לכל ילד).	שכיחה מדי, מילה בסיסית	4	וָואקוּם, אֶפֶס	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	רָתַח	שכיחה מדי — פועל בסיסי ומוכר ("מים רתחו", "רתח מזעם"); לא בגלל כפילות עם "חמה" אלא בגלל שכיחות.	שכיחה מדי, מילה בסיסית	4	כעס מאוד	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	שְׁבִיתַת נֶשֶׁק	שכיחה מדי — ביטוי חדשותי נפוץ ביותר בישראל, מוכר לכל.	שכיחה מדי, ביטוי חדשותי נפוץ	4	הפסקת אש, הפסקה מוסכמת של כל פעולות הלחימה	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	אֵין-אוֹנִים	אותה משמעות בדיוק כמו "אזלת יד" — שתי ההגדרות כמעט זהות ("חוסר אונים/חולשה מוחלטת").	אזלת יד	5	אי יכולת להתמודד, חולשה מוחלטת	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	לא שווה · הוכרעה	אַסְקופָּה	אותו מובן בדיוק (סף הדלת) כמו "מפתן" — חפיפה של 100%.	מפתן	5	סף	🟢 נקי	ויקינתונים (CC0)
	לא שווה · הוכרעה	אַסְקופָּה הַנִּדְרֶסֶת	וריאנט כתיב של אותו ביטוי שכבר בחדש ("אסקפה נדרסת"), אותה משמעות בדיוק ("אדם מושפל שכולם מתעמרים בו").	אסקפה נדרסת	5	כינוי לאדם שכולם מתעמרים בו, אדם חלש אופי	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
